Title,Platforms,Reviews,Players,Positives,Review_summary,Released,Price,Discount,Final_price,Main_tag,Url,All_tags
"Papers, Please","Win, Mac, Linux",57523,57523,97,Overwhelmingly Positive,"8 Aug, 2013","8,99€",0,"8,99€",Indie,https://store.steampowered.com/app/239030/Papers_Please/?snr=1_7_7_240_150_1,"Indie, Political, Simulation"
Shadowverse CCG,"Win, Mac",14040,14040,74,Mostly Positive,"27 Oct, 2016",0,None,0,Free to Play,https://store.steampowered.com/app/453480/Shadowverse_CCG/?snr=1_7_7_240_150_1,"Free to Play, Card Battler, Trading Card Game"
Stellaris: Galactic Paragons,"Win, Mac, Linux",770,0,0,None,"9 May, 2023","14,99€",0,"14,99€",Strategy,https://store.steampowered.com/app/2380030/Stellaris_Galactic_Paragons/?snr=1_7_7_240_150_1,"Strategy, Simulation, Grand Strategy"
The Isle,Win,64210,64210,83,Very Positive,"1 Dec, 2015","19,99€",0,"19,99€",Dinosaurs,https://store.steampowered.com/app/376210/The_Isle/?snr=1_7_7_240_150_1,"Dinosaurs, Survival, Open World"
Victoria 3,"Win, Mac, Linux",23282,0,0,None,"25 Oct, 2022","49,99€",0,"49,99€",Grand Strategy,https://store.steampowered.com/app/529340/Victoria_3/?snr=1_7_7_240_150_1,"Grand Strategy, Economy, Strategy"
Age of Empires III: Definitive Edition,Win,36744,36744,82,Very Positive,"15 Oct, 2020",0,None,0,Strategy,https://store.steampowered.com/app/933110/Age_of_Empires_III_Definitive_Edition/?snr=1_7_7_240_150_1,"Strategy, RTS, Base Building"
Baldur's Gate: Enhanced Edition,"Win, Mac, Linux",12248,12248,91,Very Positive,"16 Jan, 2013","19,50€",0,"19,50€",RPG,https://store.steampowered.com/app/228280/Baldurs_Gate_Enhanced_Edition/?snr=1_7_7_240_150_1,"RPG, Fantasy, Dungeons & Dragons"
Anno 1800,Win,10170,10170,81,Very Positive,Apr 2019,"59,99€",0,"59,99€",City Builder,https://store.steampowered.com/app/916440/Anno_1800/?snr=1_7_7_240_150_1,"City Builder, Strategy, Simulation"
Dragon Age™ Inquisition,Win,12103,12103,75,Mostly Positive,"4 Jun, 2020","39,99€",0,"39,99€",RPG,https://store.steampowered.com/app/1222690/Dragon_Age_Inquisition/?snr=1_7_7_240_150_1,"RPG, Open World, Character Customization"
Pathfinder: Wrath of the Righteous - Enhanced Edition,"Win, Mac",23065,23065,82,Very Positive,"2 Sep, 2021","39,99€",0,"39,99€",RPG,https://store.steampowered.com/app/1184370/Pathfinder_Wrath_of_the_Righteous__Enhanced_Edition/?snr=1_7_7_240_150_1,"RPG, Character Customization, Lore-Rich"
Shadow Gambit: The Cursed Crew,Win,1851,1851,95,Overwhelmingly Positive,"17 Aug, 2023","39,99€",0,"39,99€",Strategy,https://store.steampowered.com/app/1545560/Shadow_Gambit_The_Cursed_Crew/?snr=1_7_7_240_150_1,"Strategy, RPG, Tactical RPG"
Europa Universalis IV: Domination,"Win, Mac, Linux",551,0,0,None,"18 Apr, 2023","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/2223660/Europa_Universalis_IV_Domination/?snr=1_7_7_240_150_1,"Strategy, Simulation, Grand Strategy"
Squad,Win,107900,107900,86,Very Positive,"23 Sep, 2020","44,99€",0,"44,99€",Military,https://store.steampowered.com/app/393380/Squad/?snr=1_7_7_240_150_1,"Military, Realistic, FPS"
Perfect Heist 2,"Win, Linux",1837,1837,94,Very Positive,"10 Dec, 2021","9,99€",None,0,Action,https://store.steampowered.com/app/1521580/Perfect_Heist_2/?snr=1_7_7_240_150_1,"Action, Shooter, Strategy"
F1® Manager 2023,Win,769,769,71,Mostly Positive,"31 Jul, 2023","54,99€",0,"54,99€",Simulation,https://store.steampowered.com/app/2287220/F1_Manager_2023/?snr=1_7_7_240_150_2,"Simulation, Strategy, Sports"
DCS World Steam Edition,Win,29387,29387,86,Very Positive,"2 Aug, 2013",0,None,0,Simulation,https://store.steampowered.com/app/223750/DCS_World_Steam_Edition/?snr=1_7_7_240_150_2,"Simulation, Flight, Free to Play"
MONOPOLY Poker,Win,4651,4651,70,Mostly Positive,"3 Jun, 2021",0,None,0,Casual,https://store.steampowered.com/app/1474700/MONOPOLY_Poker/?snr=1_7_7_240_150_2,"Casual, Multiplayer, Free to Play"
Football Manager 2023,"Win, Mac",11876,11876,88,Very Positive,"7 Nov, 2022","59,99€",0,"59,99€",Simulation,https://store.steampowered.com/app/1904540/Football_Manager_2023/?snr=1_7_7_240_150_2,"Simulation, Sports, Football (Soccer)"
MONOPOLY® PLUS,Win,11567,0,0,None,"7 Sep, 2017","14,99€",None,0,Board Game,https://store.steampowered.com/app/562810/MONOPOLY_PLUS/?snr=1_7_7_240_150_2,"Board Game, Multiplayer, Family Friendly"
Albion Online,"Win, Mac, Linux",64151,64151,79,Mostly Positive,"16 May, 2018",0,None,0,Free to Play,https://store.steampowered.com/app/761890/Albion_Online/?snr=1_7_7_240_150_2,"Free to Play, MMORPG, Open World"
Cookie Clicker,Win,48093,48093,97,Overwhelmingly Positive,"1 Sep, 2021","3,99€",0,"3,99€",Clicker,https://store.steampowered.com/app/1454400/Cookie_Clicker/?snr=1_7_7_240_150_2,"Clicker, Idler, Casual"
Who's Your Daddy?!,"Win, Mac",22167,22167,80,Very Positive,"13 May, 2016","9,75€",0,"9,75€",Funny,https://store.steampowered.com/app/427730/Whos_Your_Daddy/?snr=1_7_7_240_150_2,"Funny, Multiplayer, First-Person"
Idle Champions of the Forgotten Realms,"Win, Mac",12734,12734,78,Mostly Positive,"25 Mar, 2020",0,None,0,Dungeons & Dragons,https://store.steampowered.com/app/627690/Idle_Champions_of_the_Forgotten_Realms/?snr=1_7_7_240_150_2,"Dungeons & Dragons, Free to Play, Strategy"
PlateUp!,Win,10354,10354,95,Overwhelmingly Positive,"4 Aug, 2022","19,50€",0,"19,50€",Co-op,https://store.steampowered.com/app/1599600/PlateUp/?snr=1_7_7_240_150_2,"Co-op, Management, Cooking"
Marvel's Midnight Suns,Win,9738,9738,81,Very Positive,"1 Dec, 2022","79,99€",None,0,Superhero,https://store.steampowered.com/app/368260/Marvels_Midnight_Suns/?snr=1_7_7_240_150_2,"Superhero, Turn-Based Tactics, Deckbuilding"
Kingdoms Reborn,Win,6404,6404,90,Very Positive,Nov 2020,"19,99€",0,"19,99€",City Builder,https://store.steampowered.com/app/1307890/Kingdoms_Reborn/?snr=1_7_7_240_150_2,"City Builder, Base Building, Colony Sim"
Command & Conquer™ Remastered Collection,Win,26128,26128,90,Very Positive,"5 Jun, 2020","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/1213210/Command__Conquer_Remastered_Collection/?snr=1_7_7_240_150_2,"Strategy, RTS, Base Building"
Beneath Oresa,Win,441,441,79,Mostly Positive,"27 Sep, 2023","20,99€",None,0,Roguelike Deckbuilder,https://store.steampowered.com/app/1803400/Beneath_Oresa/?snr=1_7_7_240_150_2,"Roguelike Deckbuilder, Deckbuilding, Card Game"
Call to Arms,Win,14451,14451,81,Very Positive,"27 Apr, 2018","14,99€",0,"14,99€",Strategy,https://store.steampowered.com/app/302670/Call_to_Arms/?snr=1_7_7_240_150_2,"Strategy, Military, Action"
InfraSpace,"Win, Mac",1031,1031,85,Very Positive,"22 Sep, 2023","19,99€",None,0,City Builder,https://store.steampowered.com/app/1511460/InfraSpace/?snr=1_7_7_240_150_2,"City Builder, Automation, Transportation"
UNO,Win,35678,35678,73,Mostly Positive,"3 Jan, 2017","9,99€",0,"9,99€",Card Game,https://store.steampowered.com/app/470220/UNO/?snr=1_7_7_240_150_2,"Card Game, Multiplayer, Tabletop"
Expansion - Hearts of Iron IV: No Step Back,"Win, Mac, Linux",2699,2699,73,Mostly Positive,"23 Nov, 2021","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/1348661/Expansion__Hearts_of_Iron_IV_No_Step_Back/?snr=1_7_7_240_150_2,"Strategy, Simulation, World War II"
Aliens: Dark Descent,Win,6690,6690,88,Very Positive,"19 Jun, 2023","39,99€",0,"39,99€",Strategy,https://store.steampowered.com/app/1150440/Aliens_Dark_Descent/?snr=1_7_7_240_150_2,"Strategy, Action, Tactical"
Captain of Industry,Win,3863,3863,93,Very Positive,"31 May, 2022","27,99€",0,"27,99€",Base Building,https://store.steampowered.com/app/1594320/Captain_of_Industry/?snr=1_7_7_240_150_2,"Base Building, Automation, Resource Management"
NARUTO TO BORUTO: SHINOBI STRIKER,Win,40393,40393,85,Very Positive,"29 Jun, 2023","19,99€",0,"19,99€",Anime,https://store.steampowered.com/app/633230/NARUTO_TO_BORUTO_SHINOBI_STRIKER/?snr=1_7_7_240_150_2,"Anime, Action, Multiplayer"
Summoners War: Chronicles,"Win, Mac",10447,10447,79,Mostly Positive,"9 Nov, 2022",0,None,0,Free to Play,https://store.steampowered.com/app/2167580/Summoners_War_Chronicles/?snr=1_7_7_240_150_2,"Free to Play, RPG, Open World"
Northgard,"Win, Mac, Linux",43622,43622,88,Very Positive,"7 Mar, 2018","27,99€",0,"27,99€",Strategy,https://store.steampowered.com/app/466560/Northgard/?snr=1_7_7_240_150_2,"Strategy, City Builder, Simulation"
Wandering Sword,Win,6060,6060,90,Very Positive,"14 Sep, 2023","24,50€",0,"24,50€",RPG,https://store.steampowered.com/app/1876890/Wandering_Sword/?snr=1_7_7_240_150_2,"RPG, Martial Arts, Pixel Graphics"
Teamfight Manager,"Win, Mac",4740,4740,86,Very Positive,"1 Mar, 2021","9,75€",0,"9,75€",Simulation,https://store.steampowered.com/app/1372810/Teamfight_Manager/?snr=1_7_7_240_150_2,"Simulation, Management, eSports"
Totally Accurate Battle Simulator,"Win, Mac",105244,105244,98,Overwhelmingly Positive,"1 Apr, 2021","18,99€",0,"18,99€",Sandbox,https://store.steampowered.com/app/508440/Totally_Accurate_Battle_Simulator/?snr=1_7_7_240_150_2,"Sandbox, Simulation, Funny"
Planet Coaster,"Win, Mac",49905,49905,91,Very Positive,"17 Nov, 2016","37,99€",0,"37,99€",Simulation,https://store.steampowered.com/app/493340/Planet_Coaster/?snr=1_7_7_240_150_2,"Simulation, Building, Management"
Plants vs. Zombies GOTY Edition,"Win, Mac",102145,102145,97,Overwhelmingly Positive,"5 May, 2009","4,99€",0,"4,99€",Tower Defense,https://store.steampowered.com/app/3590/Plants_vs_Zombies_GOTY_Edition/?snr=1_7_7_240_150_2,"Tower Defense, Zombies, Strategy"
Crusader Kings II,"Win, Mac, Linux",69955,69955,90,Very Positive,"14 Feb, 2012","42,95€",10,"38,65€",Grand Strategy,https://store.steampowered.com/app/203770/Crusader_Kings_II/?snr=1_7_7_240_150_2,"Grand Strategy, Strategy, Medieval"
Great Houses of Calderia,Win,59,59,81,Very Positive,"30 Aug, 2023","24,50€",0,"24,50€",Early Access,https://store.steampowered.com/app/1812910/Great_Houses_of_Calderia/?snr=1_7_7_240_150_2,"Early Access, Grand Strategy, RPG"
Stellaris: First Contact Story Pack,"Win, Mac, Linux",428,0,0,None,"14 Mar, 2023","14,99€",0,"14,99€",Strategy,https://store.steampowered.com/app/2277860/Stellaris_First_Contact_Story_Pack/?snr=1_7_7_240_150_2,"Strategy, Simulation, Space"
The Escapists 2,"Win, Mac, Linux",21903,21903,90,Very Positive,"21 Aug, 2017","19,99€",0,"19,99€",Multiplayer,https://store.steampowered.com/app/641990/The_Escapists_2/?snr=1_7_7_240_150_2,"Multiplayer, Strategy, Pixel Graphics"
OPERATOR,Win,492,492,75,Mostly Positive,"1 Aug, 2023","19,50€",0,"19,50€",FPS,https://store.steampowered.com/app/1913370/OPERATOR/?snr=1_7_7_240_150_2,"FPS, Real Time Tactics, War"
HUMANKIND™,"Win, Mac",18518,0,0,None,"17 Aug, 2021","49,99€",0,"49,99€",Strategy,https://store.steampowered.com/app/1124300/HUMANKIND/?snr=1_7_7_240_150_2,"Strategy, Turn-Based Strategy, City Builder"
Transport Fever 2,"Win, Mac, Linux",17793,17793,89,Very Positive,"11 Dec, 2019","39,99€",0,"39,99€",Simulation,https://store.steampowered.com/app/1066780/Transport_Fever_2/?snr=1_7_7_240_150_2,"Simulation, Strategy, Management"
Total War: NAPOLEON – Definitive Edition,"Win, Mac",13639,13639,90,Very Positive,"25 Feb, 2010","24,99€",0,"24,99€",Strategy,https://store.steampowered.com/app/34030/Total_War_NAPOLEON__Definitive_Edition/?snr=1_7_7_240_150_2,"Strategy, Historical, Grand Strategy"
Two Point Campus,"Win, Mac, Linux",2515,2515,88,Very Positive,"9 Aug, 2022","29,99€",0,"29,99€",Simulation,https://store.steampowered.com/app/1649080/Two_Point_Campus/?snr=1_7_7_240_150_2,"Simulation, Management, Strategy"
Ultimate Epic Battle Simulator 2,Win,3835,3835,87,Very Positive,"21 Jul, 2023","16,79€",0,"16,79€",Simulation,https://store.steampowered.com/app/1468720/Ultimate_Epic_Battle_Simulator_2/?snr=1_7_7_240_150_2,"Simulation, Action, Sandbox"
Total War: THREE KINGDOMS,"Win, Mac, Linux",54763,54763,82,Very Positive,"23 May, 2019","59,99€",0,"59,99€",Strategy,https://store.steampowered.com/app/779340/Total_War_THREE_KINGDOMS/?snr=1_7_7_240_150_2,"Strategy, Historical, War"
Crusader Kings III: Wards & Wardens,"Win, Mac, Linux",340,0,0,None,"22 Aug, 2023","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/2313541/Crusader_Kings_III_Wards__Wardens/?snr=1_7_7_240_150_2,"Strategy, RPG, Simulation"
Darkest Dungeon®,"Win, Mac, Linux",111317,111317,91,Very Positive,"19 Jan, 2016","24,50€",0,"24,50€",Turn-Based Combat,https://store.steampowered.com/app/262060/Darkest_Dungeon/?snr=1_7_7_240_150_2,"Turn-Based Combat, Dark Fantasy, Dungeon Crawler"
Desynced,Win,665,665,85,Very Positive,"15 Aug, 2023","28,99€",0,"28,99€",Strategy,https://store.steampowered.com/app/1450900/Desynced/?snr=1_7_7_240_150_2,"Strategy, Automation, Base Building"
Jurassic World Evolution 2: Prehistoric Marine Species Pack,Win,73,73,86,Very Positive,"10 Aug, 2023","7,99€",None,0,Strategy,https://store.steampowered.com/app/2492640/Jurassic_World_Evolution_2_Prehistoric_Marine_Species_Pack/?snr=1_7_7_240_150_2,"Strategy, Simulation, Dinosaurs"
Steel Division 2,Win,6384,6384,79,Mostly Positive,"20 Jun, 2019","39,99€",0,"39,99€",Strategy,https://store.steampowered.com/app/919640/Steel_Division_2/?snr=1_7_7_240_150_2,"Strategy, RTS, World War II"
7 Days to Die,"Win, Mac, Linux",190451,190451,88,Very Positive,"13 Dec, 2013","22,99€",0,"22,99€",Early Access,https://store.steampowered.com/app/251570/7_Days_to_Die/?snr=1_7_7_240_150_2,"Early Access, Survival, Zombies"
ZERO Sievert,Win,7476,7476,89,Very Positive,"15 Nov, 2022","19,99€",0,"19,99€",Extraction Shooter,https://store.steampowered.com/app/1782120/ZERO_Sievert/?snr=1_7_7_240_150_2,"Extraction Shooter, Survival, Post-apocalyptic"
Tropico 6,"Win, Mac, Linux",15931,15931,87,Very Positive,"29 Mar, 2019","39,99€",0,"39,99€",Strategy,https://store.steampowered.com/app/492720/Tropico_6/?snr=1_7_7_240_150_2,"Strategy, City Builder, Simulation"
Omega Strikers,Win,19993,19993,84,Very Positive,"27 Apr, 2023",0,None,0,Action,https://store.steampowered.com/app/1869590/Omega_Strikers/?snr=1_7_7_240_150_2,"Action, PvP, Multiplayer"
Age of Empires II: Definitive Edition - Return of Rome,Win,1350,0,0,None,"16 May, 2023","14,99€",0,"14,99€",Strategy,https://store.steampowered.com/app/2141580/Age_of_Empires_II_Definitive_Edition__Return_of_Rome/?snr=1_7_7_240_150_2,"Strategy, Rome, Historical"
Clicker Heroes,"Win, Mac",59263,59263,89,Very Positive,"13 May, 2015",0,None,0,Clicker,https://store.steampowered.com/app/363970/Clicker_Heroes/?snr=1_7_7_240_150_2,"Clicker, Free to Play, Casual"
Total War: ROME II - Emperor Edition,Win,44623,44623,86,Very Positive,"2 Sep, 2013","59,99€",0,"59,99€",Strategy,https://store.steampowered.com/app/214950/Total_War_ROME_II__Emperor_Edition/?snr=1_7_7_240_150_2,"Strategy, Historical, Turn-Based Strategy"
Heroes® of Might & Magic® III - HD Edition,Win,15079,15079,78,Mostly Positive,"28 Jan, 2015","14,99€",0,"14,99€",Strategy,https://store.steampowered.com/app/297000/Heroes_of_Might__Magic_III__HD_Edition/?snr=1_7_7_240_150_2,"Strategy, Turn-Based Strategy, Classic"
Peglin,"Win, Mac",8802,8802,81,Very Positive,"25 Apr, 2022","16,49€",0,"16,49€",Deckbuilding,https://store.steampowered.com/app/1296610/Peglin/?snr=1_7_7_240_150_2,"Deckbuilding, Roguelite, Pinball"
Company of Heroes 3,Win,11552,0,0,None,"23 Feb, 2023","59,99€",0,"59,99€",Strategy,https://store.steampowered.com/app/1677280/Company_of_Heroes_3/?snr=1_7_7_240_150_2,"Strategy, Wargame, Action RTS"
OCTOPATH TRAVELER II,Win,6095,6095,95,Overwhelmingly Positive,"24 Feb, 2023","59,99€",0,"59,99€",RPG,https://store.steampowered.com/app/1971650/OCTOPATH_TRAVELER_II/?snr=1_7_7_240_150_2,"RPG, Turn-Based, JRPG"
Foxhole,Win,28405,28405,82,Very Positive,"28 Sep, 2022","24,99€",0,"24,99€",Massively Multiplayer,https://store.steampowered.com/app/505460/Foxhole/?snr=1_7_7_240_150_2,"Massively Multiplayer, Wargame, Military"
Expeditions: Rome,Win,3513,3513,88,Very Positive,"20 Jan, 2022","44,99€",0,"44,99€",RPG,https://store.steampowered.com/app/987840/Expeditions_Rome/?snr=1_7_7_240_150_2,"RPG, Strategy, Party-Based RPG"
Counter-Strike: Source,"Win, Mac, Linux",107234,107234,96,Overwhelmingly Positive,"1 Nov, 2004","9,75€",0,"9,75€",Shooter,https://store.steampowered.com/app/240/CounterStrike_Source/?snr=1_7_7_240_150_2,"Shooter, Action, FPS"
Madden NFL 24,Win,1752,0,0,None,"17 Aug, 2023","69,99€",0,"69,99€",Simulation,https://store.steampowered.com/app/2140330/Madden_NFL_24/?snr=1_7_7_240_150_2,"Simulation, Sports, Strategy"
Town of Salem 2,"Win, Mac",3347,3347,82,Very Positive,"25 Aug, 2023",0,None,0,Free to Play,https://store.steampowered.com/app/2140510/Town_of_Salem_2/?snr=1_7_7_240_150_2,"Free to Play, Social Deduction, Strategy"
We Who Are About To Die,Win,4504,4504,89,Very Positive,"14 Nov, 2022","21,99€",0,"21,99€",Character Customization,https://store.steampowered.com/app/973230/We_Who_Are_About_To_Die/?snr=1_7_7_240_150_2,"Character Customization, Action Roguelike, Strategy"
Oxygen Not Included,"Win, Mac, Linux",98223,98223,96,Overwhelmingly Positive,"30 Jul, 2019","22,99€",0,"22,99€",Colony Sim,https://store.steampowered.com/app/457140/Oxygen_Not_Included/?snr=1_7_7_240_150_2,"Colony Sim, Base Building, Survival"
FIVE NIGHTS AT FREDDY'S: HELP WANTED,Win,9758,9758,96,Overwhelmingly Positive,"28 May, 2019","24,99€",0,"24,99€",Horror,https://store.steampowered.com/app/732690/FIVE_NIGHTS_AT_FREDDYS_HELP_WANTED/?snr=1_7_7_240_150_2,"Horror, VR, Singleplayer"
Five Nights at Freddy's 2,Win,16596,16596,94,Very Positive,"10 Nov, 2014","7,99€",0,"7,99€",Horror,https://store.steampowered.com/app/332800/Five_Nights_at_Freddys_2/?snr=1_7_7_240_150_2,"Horror, Singleplayer, Survival Horror"
Space Haven,"Win, Mac, Linux",6746,6746,87,Very Positive,"21 May, 2020","21,99€",None,0,Base Building,https://store.steampowered.com/app/979110/Space_Haven/?snr=1_7_7_240_150_2,"Base Building, Space, Colony Sim"
Train Simulator Classic,Win,17110,17110,71,Mostly Positive,"17 Sep, 2015","24,99€",0,"24,99€",Simulation,https://store.steampowered.com/app/24010/Train_Simulator_Classic/?snr=1_7_7_240_150_2,"Simulation, Trains, Singleplayer"
Paladins®,Win,339878,339878,85,Very Positive,"8 May, 2018",0,None,0,Hero Shooter,https://store.steampowered.com/app/444090/Paladins/?snr=1_7_7_240_150_2,"Hero Shooter, Free to Play, Multiplayer"
The Sims™ 3,Win,26875,26875,86,Very Positive,"27 Jan, 2011","19,99€",0,"19,99€",Life Sim,https://store.steampowered.com/app/47890/The_Sims_3/?snr=1_7_7_240_150_2,"Life Sim, Simulation, Character Customization"
RISK: Global Domination,"Win, Mac",32760,32760,81,Very Positive,"19 Feb, 2020",0,None,0,Free to Play,https://store.steampowered.com/app/1128810/RISK_Global_Domination/?snr=1_7_7_240_150_2,"Free to Play, Board Game, Multiplayer"
Golf It!,"Win, Mac",18452,18452,89,Very Positive,"18 Aug, 2023","8,99€",0,"8,99€",Multiplayer,https://store.steampowered.com/app/571740/Golf_It/?snr=1_7_7_240_150_2,"Multiplayer, Mini Golf, Golf"
Company of Heroes 2,"Win, Mac, Linux",61944,61944,80,Very Positive,"25 Jun, 2013","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/231430/Company_of_Heroes_2/?snr=1_7_7_240_150_2,"Strategy, World War II, RTS"
Wartales,Win,17828,17828,90,Very Positive,"12 Apr, 2023","34,99€",0,"34,99€",RPG,https://store.steampowered.com/app/1527950/Wartales/?snr=1_7_7_240_150_2,"RPG, Open World, Turn-Based Strategy"
Age of Empires II (2013),Win,80513,80513,95,Overwhelmingly Positive,"9 Apr, 2013","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/221380/Age_of_Empires_II_2013/?snr=1_7_7_240_150_2,"Strategy, RTS, Medieval"
Imperator: Rome,"Win, Mac, Linux",16701,0,0,None,"25 Apr, 2019","39,99€",0,"39,99€",Strategy,https://store.steampowered.com/app/859580/Imperator_Rome/?snr=1_7_7_240_150_2,"Strategy, Grand Strategy, Simulation"
Frostpunk,"Win, Mac",78280,78280,92,Very Positive,"24 Apr, 2018","29,99€",0,"29,99€",City Builder,https://store.steampowered.com/app/323190/Frostpunk/?snr=1_7_7_240_150_2,"City Builder, Survival, Resource Management"
Cities: Skylines - Hotels & Retreats,"Win, Mac, Linux",56,56,78,Mostly Positive,"23 May, 2023","7,99€",0,"7,99€",Simulation,https://store.steampowered.com/app/2342310/Cities_Skylines__Hotels__Retreats/?snr=1_7_7_240_150_2,"Simulation, Strategy"
Pacify,"Win, Mac",29219,29219,88,Very Positive,"22 Feb, 2019","9,75€",0,"9,75€",Horror,https://store.steampowered.com/app/967050/Pacify/?snr=1_7_7_240_150_2,"Horror, Multiplayer, Co-op"
Plague Inc: Evolved,"Win, Mac, Linux",43533,43533,94,Very Positive,"18 Feb, 2016","14,79€",0,"14,79€",Strategy,https://store.steampowered.com/app/246620/Plague_Inc_Evolved/?snr=1_7_7_240_150_2,"Strategy, Simulation, Outbreak Sim"
Stick Fight: The Game,"Win, Mac",90222,90222,93,Very Positive,"28 Sep, 2017","4,75€",0,"4,75€",Multiplayer,https://store.steampowered.com/app/674940/Stick_Fight_The_Game/?snr=1_7_7_240_150_2,"Multiplayer, Funny, Fighting"
Call of Duty®: Modern Warfare® 2 (2009),"Win, Mac",29423,29423,93,Very Positive,"11 Nov, 2009","19,99€",0,"19,99€",Action,https://store.steampowered.com/app/10180/Call_of_Duty_Modern_Warfare_2_2009/?snr=1_7_7_240_150_2,"Action, FPS, Multiplayer"
Holdfast: Nations At War,Win,20637,20637,90,Very Positive,"5 Mar, 2020","19,99€",None,0,Historical,https://store.steampowered.com/app/589290/Holdfast_Nations_At_War/?snr=1_7_7_240_150_2,"Historical, Multiplayer, War"
Space Engineers - Decorative Pack #3,Win,48,48,85,Positive,"31 Aug, 2023","4,99€",0,"4,99€",Indie,https://store.steampowered.com/app/2504720/Space_Engineers__Decorative_Pack_3/?snr=1_7_7_240_150_2,"Indie, Action, Strategy"
Desperados III,"Win, Mac, Linux",8392,8392,96,Overwhelmingly Positive,"16 Jun, 2020","39,99€",0,"39,99€",Strategy,https://store.steampowered.com/app/610370/Desperados_III/?snr=1_7_7_240_150_2,"Strategy, Real Time Tactics, Stealth"
Age of Empires III: Definitive Edition (Base Game),Win,64,64,79,Mostly Positive,"2 Aug, 2023","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/2477660/Age_of_Empires_III_Definitive_Edition_Base_Game/?snr=1_7_7_240_150_2,Strategy
Crusader Kings III: Legacy of Persia,"Win, Mac, Linux",,0,0,None,Coming soon,"47,97€",27,"35,02€",Strategy,https://store.steampowered.com/app/2313540/Crusader_Kings_III_Legacy_of_Persia/?snr=1_7_7_240_150_2,"Strategy, RPG, Simulation"
Dungeon Defenders,Win,10333,10333,93,Very Positive,"18 Oct, 2011","12,49€",0,"12,49€",Multiplayer,https://store.steampowered.com/app/65800/Dungeon_Defenders/?snr=1_7_7_240_150_2,"Multiplayer, Online Co-Op, Tower Defense"
Inscryption,"Win, Mac, Linux",89589,89589,97,Overwhelmingly Positive,"19 Oct, 2021","19,99€",0,"19,99€",Card Battler,https://store.steampowered.com/app/1092790/Inscryption/?snr=1_7_7_240_150_2,"Card Battler, Card Game, Story Rich"
Axon TD: Uprising - Tower Defense,Win,113,113,92,Very Positive,"2 Aug, 2023","18,70€",0,"18,70€",Tower Defense,https://store.steampowered.com/app/2296550/Axon_TD_Uprising__Tower_Defense/?snr=1_7_7_240_150_2,"Tower Defense, Real Time Tactics, Strategy"
Limbus Company,Win,23234,23234,77,Mostly Positive,"26 Feb, 2023",0,None,0,Lore-Rich,https://store.steampowered.com/app/1973530/Limbus_Company/?snr=1_7_7_240_150_2,"Lore-Rich, Story Rich, RPG"
X4: Foundations,"Win, Linux",14726,14726,76,Mostly Positive,"30 Nov, 2018","49,99€",0,"49,99€",Sandbox,https://store.steampowered.com/app/392160/X4_Foundations/?snr=1_7_7_240_150_2,"Sandbox, Space Sim, Economy"
Governor of Poker 3,"Win, Mac",12791,0,0,None,"19 Feb, 2016",0,None,0,Gambling,https://store.steampowered.com/app/436150/Governor_of_Poker_3/?snr=1_7_7_240_150_2,"Gambling, Card Game, Free to Play"
Keep Talking and Nobody Explodes,"Win, Mac, Linux",10470,10470,97,Overwhelmingly Positive,"8 Oct, 2015","14,79€",0,"14,79€",Co-op,https://store.steampowered.com/app/341800/Keep_Talking_and_Nobody_Explodes/?snr=1_7_7_240_150_2,"Co-op, Puzzle, Local Co-Op"
Star Trek Online,Win,18312,18312,78,Mostly Positive,"31 Jan, 2012",0,None,0,Free to Play,https://store.steampowered.com/app/9900/Star_Trek_Online/?snr=1_7_7_240_150_2,"Free to Play, Sci-fi, Massively Multiplayer"
Call to Arms - Gates of Hell: Talvisota,Win,391,391,75,Mostly Positive,"8 Jun, 2022","14,99€",0,"14,99€",Strategy,https://store.steampowered.com/app/1911520/Call_to_Arms__Gates_of_Hell_Talvisota/?snr=1_7_7_240_150_2,"Strategy, Action, Simulation"
Book of Yog Idle RPG,Win,5541,0,0,None,"29 Jul, 2022",0,None,0,Early Access,https://store.steampowered.com/app/1097430/Book_of_Yog_Idle_RPG/?snr=1_7_7_240_150_2,"Early Access, Singleplayer, Auto Battler"
The Wandering Village,"Win, Mac, Linux",3867,3867,89,Very Positive,"14 Sep, 2022","24,99€",0,"24,99€",Early Access,https://store.steampowered.com/app/1121640/The_Wandering_Village/?snr=1_7_7_240_150_2,"Early Access, Sandbox, Economy"
Elite Dangerous,Win,68854,68854,76,Mostly Positive,"2 Apr, 2015","24,99€",0,"24,99€",Space Sim,https://store.steampowered.com/app/359320/Elite_Dangerous/?snr=1_7_7_240_150_2,"Space Sim, Space, Open World"
Counter-Strike,"Win, Mac, Linux",139255,139255,97,Overwhelmingly Positive,"1 Nov, 2000","8,19€",0,"8,19€",Action,https://store.steampowered.com/app/10/CounterStrike/?snr=1_7_7_240_150_2,"Action, FPS, Multiplayer"
