Title,Platforms,Reviews,Players,Positives,Review_summary,Released,Price,Discount,Final_price,Main_tag,Url,All_tags
Root: Exiles & Partisans & Vagabonds,"Win, Mac",16,0,0,None,"3 May, 2022","6,59€",0,"6,59€",Strategy,https://store.steampowered.com/app/1935900/Root_Exiles__Partisans__Vagabonds/?snr=1_7_7_240_150_23,"Strategy, Indie, Simulation"
The Final Earth 2,Win,138,138,97,Very Positive,"15 Jul, 2022","9,75€",0,"9,75€",Colony Sim,https://store.steampowered.com/app/1180130/The_Final_Earth_2/?snr=1_7_7_240_150_23,"Colony Sim, Strategy, Space"
Hexcells,"Win, Mac, Linux",4462,4462,96,Overwhelmingly Positive,"19 Feb, 2014","2,99€",None,0,Puzzle,https://store.steampowered.com/app/265890/Hexcells/?snr=1_7_7_240_150_23,"Puzzle, Casual, Indie"
Bombergrounds: Reborn,"Win, Mac",8142,8142,87,Very Positive,"6 Oct, 2022",0,None,0,Multiplayer,https://store.steampowered.com/app/1104450/Bombergrounds_Reborn/?snr=1_7_7_240_150_23,"Multiplayer, Battle Royale, Funny"
Battle Academy,Win,197,197,87,Very Positive,"16 Apr, 2014","14,79€",0,"14,79€",Strategy,https://store.steampowered.com/app/287070/Battle_Academy/?snr=1_7_7_240_150_23,"Strategy, World War II, Turn-Based Strategy"
Holdfast: Nations At War - High Command,Win,17,17,100,Positive,"9 Sep, 2020","5,69€",None,0,Strategy,https://store.steampowered.com/app/1415510/Holdfast_Nations_At_War__High_Command/?snr=1_7_7_240_150_23,"Strategy, Action, Massively Multiplayer"
Strategic Command WWII: War in Europe,Win,242,242,90,Very Positive,"6 Jun, 2017","38,99€",0,"38,99€",Strategy,https://store.steampowered.com/app/593030/Strategic_Command_WWII_War_in_Europe/?snr=1_7_7_240_150_23,"Strategy, World War II, Turn-Based"
Planet Coaster - Knight Rider™ K.I.T.T. Construction Kit,Win,35,35,80,Positive,"21 Jul, 2017","2,99€",0,"2,99€",Simulation,https://store.steampowered.com/app/611420/Planet_Coaster__KnightRiderKITTConstruction_Kit/?snr=1_7_7_240_150_23,"Simulation, Strategy"
Labyrinth: The War on Terror,"Win, Mac",119,119,78,Mostly Positive,"21 Oct, 2022","14,99€",0,"14,99€",Strategy,https://store.steampowered.com/app/931950/Labyrinth_The_War_on_Terror/?snr=1_7_7_240_150_23,"Strategy, Simulation, Board Game"
Thermo Sudoku,"Win, Mac",141,141,95,Very Positive,"25 May, 2020","4,99€",0,"4,99€",Indie,https://store.steampowered.com/app/1316390/Thermo_Sudoku/?snr=1_7_7_240_150_23,"Indie, Casual, Strategy"
Tiny Civilization,Win,1096,1096,94,Very Positive,"31 Dec, 2022","1,99€",0,"1,99€",Strategy,https://store.steampowered.com/app/2230280/Tiny_Civilization/?snr=1_7_7_240_150_23,"Strategy, God Game, Grand Strategy"
Big Pharma,"Win, Mac, Linux",1339,1339,77,Mostly Positive,"27 Aug, 2015","24,50€",0,"24,50€",Management,https://store.steampowered.com/app/344850/Big_Pharma/?snr=1_7_7_240_150_23,"Management, Simulation, Medical Sim"
A Fisherman's Tale,Win,845,845,93,Very Positive,"22 Jan, 2019","14,99€",0,"14,99€",VR,https://store.steampowered.com/app/559330/A_Fishermans_Tale/?snr=1_7_7_240_150_23,"VR, Puzzle, Adventure"
Luckitown,"Win, Mac",180,180,86,Very Positive,"19 Jan, 2022","3,99€",0,"3,99€",Simulation,https://store.steampowered.com/app/1872790/Luckitown/?snr=1_7_7_240_150_23,"Simulation, Tower Defense, Strategy"
Jurassic World Evolution: Claire's Sanctuary,Win,348,0,0,None,"18 Jun, 2019","14,99€",0,"14,99€",Simulation,https://store.steampowered.com/app/1028430/Jurassic_World_Evolution_Claires_Sanctuary/?snr=1_7_7_240_150_23,"Simulation, Strategy, Dinosaurs"
"Warhammer 40,000: Sanctus Reach - Legacy of the Weirdboy",Win,17,17,88,Positive,"6 Jul, 2017","9,75€",0,"9,75€",Strategy,https://store.steampowered.com/app/623140/Warhammer_40000_Sanctus_Reach__Legacy_of_the_Weirdboy/?snr=1_7_7_240_150_23,"Strategy, Warhammer 40K"
Ports of Call Classic,Win,59,59,86,Very Positive,"31 May, 2019","3,99€",0,"3,99€",Simulation,https://store.steampowered.com/app/1085260/Ports_of_Call_Classic/?snr=1_7_7_240_150_23,"Simulation, Strategy, Adventure"
Sushi For Robots,"Win, Linux",13,13,92,Positive,"3 Aug, 2023","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/2160240/Sushi_For_Robots/?snr=1_7_7_240_150_23,"Strategy, Puzzle, 2D"
Erannorth Reborn,Win,353,353,85,Very Positive,"17 Oct, 2019","17,99€",0,"17,99€",Roguelike Deckbuilder,https://store.steampowered.com/app/1055990/Erannorth_Reborn/?snr=1_7_7_240_150_23,"Roguelike Deckbuilder, Character Customization, Deckbuilding"
Weedcraft Inc,"Win, Mac",1302,1302,80,Very Positive,"11 Apr, 2019","19,50€",0,"19,50€",Simulation,https://store.steampowered.com/app/622720/Weedcraft_Inc/?snr=1_7_7_240_150_23,"Simulation, Strategy, Indie"
Project Planet - Earth vs Humanity,Win,38,38,94,Positive,"25 Sep, 2023","24,50€",None,0,Local Multiplayer,https://store.steampowered.com/app/2224610/Project_Planet__Earth_vs_Humanity/?snr=1_7_7_240_150_23,"Local Multiplayer, Online Co-Op, Party Game"
Commandos 2: Men of Courage,Win,2109,2109,84,Very Positive,"15 Mar, 2007","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/6830/Commandos_2_Men_of_Courage/?snr=1_7_7_240_150_23,"Strategy, Tactical, Stealth"
[Chilla's Art] Inunaki Tunnel | 犬鳴トンネル,Win,374,374,81,Very Positive,"19 Nov, 2019","2,99€",0,"2,99€",Horror,https://store.steampowered.com/app/1185160/Chillas_Art_Inunaki_Tunnel/?snr=1_7_7_240_150_23,"Horror, Adventure, Indie"
Flotsam,Win,2215,2215,74,Mostly Positive,"26 Sep, 2019","22,99€",0,"22,99€",Early Access,https://store.steampowered.com/app/821250/Flotsam/?snr=1_7_7_240_150_23,"Early Access, Colony Sim, City Builder"
Sheltered 2,Win,1672,0,0,None,"21 Sep, 2021","19,99€",None,0,Resource Management,https://store.steampowered.com/app/1289380/Sheltered_2/?snr=1_7_7_240_150_23,"Resource Management, Survival, Strategy"
Pizza Express,Win,155,155,86,Very Positive,"25 Jun, 2015","5,69€",None,0,Simulation,https://store.steampowered.com/app/375250/Pizza_Express/?snr=1_7_7_240_150_23,"Simulation, Indie, Casual"
Möbius Front '83,"Win, Mac, Linux",267,267,74,Mostly Positive,"5 Nov, 2020","19,50€",0,"19,50€",Turn-Based Tactics,https://store.steampowered.com/app/971160/Mbius_Front_83/?snr=1_7_7_240_150_23,"Turn-Based Tactics, Military, Wargame"
Warbox Sandbox,"Win, Mac, Linux",167,167,80,Very Positive,"24 Jun, 2022","4,99€",0,"4,99€",Action,https://store.steampowered.com/app/2050680/Warbox_Sandbox/?snr=1_7_7_240_150_23,"Action, Simulation, Strategy"
Facteroids,Win,42,42,85,Positive,"23 Jun, 2023","19,50€",0,"19,50€",Automation,https://store.steampowered.com/app/1626530/Facteroids/?snr=1_7_7_240_150_23,"Automation, Simulation, Base Building"
Black Powder Red Earth®,"Win, Mac, Linux",173,173,90,Very Positive,"29 Mar, 2021","16,79€",0,"16,79€",Strategy,https://store.steampowered.com/app/988490/Black_Powder_Red_Earth/?snr=1_7_7_240_150_23,"Strategy, Turn-Based, Violent"
Freshly Frosted,"Win, Mac",224,224,98,Very Positive,"10 Jun, 2022","8,19€",0,"8,19€",Puzzle,https://store.steampowered.com/app/1070790/Freshly_Frosted/?snr=1_7_7_240_150_23,"Puzzle, Cute, Relaxing"
Tyrant's Blessing,"Win, Mac, Linux",178,178,72,Mostly Positive,"8 Aug, 2022","19,50€",0,"19,50€",Tactical RPG,https://store.steampowered.com/app/1520760/Tyrants_Blessing/?snr=1_7_7_240_150_23,"Tactical RPG, Roguelike, Turn-Based Combat"
Disciples II: Rise of the Elves,Win,1011,1011,86,Very Positive,"6 Jul, 2006","6,99€",0,"6,99€",Strategy,https://store.steampowered.com/app/1630/Disciples_II_Rise_of_the_Elves/?snr=1_7_7_240_150_23,"Strategy, Turn-Based Strategy, Classic"
Native Hunter,Win,12,12,91,Positive,"26 Jul, 2023","17,49€",0,"17,49€",Early Access,https://store.steampowered.com/app/2234640/Native_Hunter/?snr=1_7_7_240_150_23,"Early Access, Adventure, Survival"
TRANSFORMERS: BATTLEGROUNDS,Win,70,70,84,Very Positive,"22 Oct, 2020","24,99€",0,"24,99€",Turn-Based Tactics,https://store.steampowered.com/app/1177000/TRANSFORMERS_BATTLEGROUNDS/?snr=1_7_7_240_150_23,"Turn-Based Tactics, Turn-Based Strategy, Robots"
Order of Battle: Red Storm,"Win, Mac",12,12,83,Positive,"17 Sep, 2020","14,79€",0,"14,79€",Simulation,https://store.steampowered.com/app/1379170/Order_of_Battle_Red_Storm/?snr=1_7_7_240_150_23,"Simulation, Strategy, War"
Eastside Hockey Manager,Win,1080,1080,85,Very Positive,"1 Dec, 2015","19,99€",0,"19,99€",Hockey,https://store.steampowered.com/app/301120/Eastside_Hockey_Manager/?snr=1_7_7_240_150_23,"Hockey, Sports, Simulation"
Sniper Ghost Warrior 3,Win,13024,0,0,None,"24 Apr, 2017","19,99€",0,"19,99€",Sniper,https://store.steampowered.com/app/368070/Sniper_Ghost_Warrior_3/?snr=1_7_7_240_150_23,"Sniper, Multiplayer, Open World"
Banners of Ruin - Moonstone,Win,17,17,82,Positive,"6 Dec, 2022","2,99€",0,"2,99€",Strategy,https://store.steampowered.com/app/2191860/Banners_of_Ruin__Moonstone/?snr=1_7_7_240_150_23,"Strategy, RPG"
Sid Meier's Civilization: Beyond Earth - Rising Tide,"Win, Mac, Linux",568,568,79,Mostly Positive,"8 Oct, 2015","29,99€",0,"29,99€",Strategy,https://store.steampowered.com/app/353830/Sid_Meiers_Civilization_Beyond_Earth__Rising_Tide/?snr=1_7_7_240_150_23,"Strategy, Sci-fi, Turn-Based"
Trials of Fire,Win,2697,2697,87,Very Positive,"9 Apr, 2021","16,79€",0,"16,79€",Card Battler,https://store.steampowered.com/app/1038370/Trials_of_Fire/?snr=1_7_7_240_150_23,"Card Battler, Turn-Based Tactics, Roguelite"
Dictators:No Peace Countryballs,"Win, Mac, Linux",5236,5236,94,Very Positive,"1 Jan, 2020","0,99€",0,"0,99€",Strategy,https://store.steampowered.com/app/1139890/DictatorsNo_Peace_Countryballs/?snr=1_7_7_240_150_23,"Strategy, Casual, Simulation"
"Invisible, Inc. Contingency Plan","Win, Mac, Linux",88,88,90,Very Positive,"12 Nov, 2015","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/376980/Invisible_Inc_Contingency_Plan/?snr=1_7_7_240_150_23,"Strategy, Indie, Action"
Townsmen - A Kingdom Rebuilt: The Seaside Empire,Win,11,11,81,Positive,"20 Feb, 2020","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/1176670/Townsmen__A_Kingdom_Rebuilt_The_Seaside_Empire/?snr=1_7_7_240_150_23,"Strategy, Casual, Simulation"
SanctuaryRPG: Black Edition,Win,992,992,92,Very Positive,"13 Feb, 2015","6,59€",None,0,RPG,https://store.steampowered.com/app/328760/SanctuaryRPG_Black_Edition/?snr=1_7_7_240_150_23,"RPG, Indie, Action Roguelike"
Sudden Strike 2 Gold,Win,222,222,85,Very Positive,"22 May, 2017","5,99€",0,"5,99€",Strategy,https://store.steampowered.com/app/612520/Sudden_Strike_2_Gold/?snr=1_7_7_240_150_23,"Strategy, RTS, World War II"
Casino Resort Tower,"Win, Mac",53,53,90,Very Positive,"22 Jun, 2023","19,50€",0,"19,50€",Early Access,https://store.steampowered.com/app/1457030/Casino_Resort_Tower/?snr=1_7_7_240_150_23,"Early Access, Management, Building"
Empire of Sin - Make It Count,"Win, Mac",22,0,0,None,"18 Nov, 2021","14,99€",0,"14,99€",RPG,https://store.steampowered.com/app/1303313/Empire_of_Sin__Make_It_Count/?snr=1_7_7_240_150_23,"RPG, Strategy, Turn-Based Combat"
"Roguebook - Fugoro, Merchant of Wonders","Win, Mac, Linux",25,25,80,Positive,"24 Feb, 2022","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/1704470/Roguebook__Fugoro_Merchant_of_Wonders/?snr=1_7_7_240_150_23,"Strategy, Adventure, RPG"
Surviving Mars: Revelation Radio Pack,"Win, Mac, Linux",10,10,90,Positive,"28 Apr, 2022","3,99€",0,"3,99€",Strategy,https://store.steampowered.com/app/1658000/Surviving_Mars_Revelation_Radio_Pack/?snr=1_7_7_240_150_23,"Strategy, Simulation"
Pirates Outlaws,"Win, Mac",529,529,83,Very Positive,"13 Apr, 2020","16,79€",0,"16,79€",Roguelike Deckbuilder,https://store.steampowered.com/app/1046300/Pirates_Outlaws/?snr=1_7_7_240_150_23,"Roguelike Deckbuilder, Card Game, Pirates"
Fire Commander,Win,242,0,0,None,"27 Jul, 2022","12,49€",0,"12,49€",Strategy,https://store.steampowered.com/app/1362560/Fire_Commander/?snr=1_7_7_240_150_23,"Strategy, Simulation, Real Time Tactics"
Avernum 3: Ruined World,"Win, Mac",197,197,85,Very Positive,"31 Jan, 2018","19,50€",0,"19,50€",RPG,https://store.steampowered.com/app/691830/Avernum_3_Ruined_World/?snr=1_7_7_240_150_23,"RPG, Indie, Adventure"
Imperium Romanum Gold Edition,Win,289,289,83,Very Positive,"25 Nov, 2008","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/23400/Imperium_Romanum_Gold_Edition/?snr=1_7_7_240_150_23,"Strategy, Simulation, City Builder"
Rising Storm 2: Vietnam - Personalized Touch Cosmetic DLC,Win,52,52,90,Very Positive,"7 Mar, 2018","12,49€",0,"12,49€",Strategy,https://store.steampowered.com/app/737272/Rising_Storm_2_Vietnam__Personalized_Touch_Cosmetic_DLC/?snr=1_7_7_240_150_23,"Strategy, Action, Massively Multiplayer"
How a Retired Strategist Saved the Country,Win,105,105,86,Very Positive,"12 May, 2023","13,79€",0,"13,79€",Sexual Content,https://store.steampowered.com/app/2169830/How_a_Retired_Strategist_Saved_the_Country/?snr=1_7_7_240_150_23,"Sexual Content, Nudity, Strategy RPG"
Ostalgie: The Berlin Wall,"Win, Mac, Linux",581,581,93,Very Positive,"25 Mar, 2018","5,89€",0,"5,89€",Political Sim,https://store.steampowered.com/app/774091/Ostalgie_The_Berlin_Wall/?snr=1_7_7_240_150_23,"Political Sim, Simulation, Strategy"
ENDLESS™ Legend - Monstrous Tales,"Win, Mac",27,0,0,None,"6 May, 2021","2,99€",0,"2,99€",RPG,https://store.steampowered.com/app/1523740/ENDLESS_Legend__Monstrous_Tales/?snr=1_7_7_240_150_23,"RPG, Strategy"
City Siege: Faction Island,Win,78,78,70,Mostly Positive,"17 Mar, 2017","0,99€",0,"0,99€",Action,https://store.steampowered.com/app/578590/City_Siege_Faction_Island/?snr=1_7_7_240_150_23,"Action, Indie, Platformer"
MazM: Jekyll and Hyde,Win,87,87,89,Very Positive,"2 Apr, 2020","12,49€",0,"12,49€",Adventure,https://store.steampowered.com/app/1178150/MazM_Jekyll_and_Hyde/?snr=1_7_7_240_150_23,"Adventure, Simulation, RPG"
Kingsblood,"Win, Linux",36,36,94,Positive,"21 Jun, 2023","14,79€",0,"14,79€",RPG,https://store.steampowered.com/app/1515020/Kingsblood/?snr=1_7_7_240_150_23,"RPG, Tactical RPG, Auto Battler"
Of Blades & Tails,"Win, Mac, Linux",111,111,95,Very Positive,"19 Oct, 2022","14,79€",0,"14,79€",Early Access,https://store.steampowered.com/app/1768780/Of_Blades__Tails/?snr=1_7_7_240_150_23,"Early Access, Fantasy, Adventure"
The Conquest of Go,"Win, Mac",402,402,94,Very Positive,"7 Dec, 2020","12,49€",0,"12,49€",Early Access,https://store.steampowered.com/app/1264970/The_Conquest_of_Go/?snr=1_7_7_240_150_23,"Early Access, Turn-Based, Strategy"
Root - The Clockwork Expansion,"Win, Mac",22,0,0,None,"20 Nov, 2020","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/1462460/Root__The_Clockwork_Expansion/?snr=1_7_7_240_150_23,"Strategy, Indie, Simulation"
Rune Gate,Win,22,22,95,Positive,"25 Aug, 2023","9,75€",0,"9,75€",Card Battler,https://store.steampowered.com/app/2522270/Rune_Gate/?snr=1_7_7_240_150_23,"Card Battler, Strategy, Roguelite"
Field of Glory: Empires - Persia 550 - 330 BCE,Win,25,25,96,Positive,"21 May, 2020","14,79€",0,"14,79€",Strategy,https://store.steampowered.com/app/1257440/Field_of_Glory_Empires__Persia_550__330_BCE/?snr=1_7_7_240_150_23,Strategy
Meet Your Maker: Sector 1 Cosmetic Collection,Win,17,17,94,Positive,"27 Jun, 2023","6,89€",None,0,Action,https://store.steampowered.com/app/2448581/Meet_Your_Maker_Sector_1_Cosmetic_Collection/?snr=1_7_7_240_150_23,"Action, Strategy, Gore"
Total War: ROME II - Daughters of Mars Unit Pack,Win,204,0,0,None,"14 Aug, 2014","2,99€",0,"2,99€",Strategy,https://store.steampowered.com/app/297830/Total_War_ROME_II__Daughters_of_Mars_Unit_Pack/?snr=1_7_7_240_150_23,Strategy
Pathway,"Win, Mac, Linux",1754,1754,75,Mostly Positive,"11 Apr, 2019","13,99€",0,"13,99€",Turn-Based Tactics,https://store.steampowered.com/app/546430/Pathway/?snr=1_7_7_240_150_23,"Turn-Based Tactics, Strategy RPG, Pixel Graphics"
WAKFU,"Win, Mac, Linux",9343,9343,74,Mostly Positive,"18 Sep, 2014",0,None,0,Free to Play,https://store.steampowered.com/app/215080/WAKFU/?snr=1_7_7_240_150_23,"Free to Play, Massively Multiplayer, Turn-Based Strategy"
Tom Clancy's Ghost Recon®,Win,1161,1161,92,Very Positive,"15 Jul, 2008","9,99€",0,"9,99€",Tactical,https://store.steampowered.com/app/15300/Tom_Clancys_Ghost_Recon/?snr=1_7_7_240_150_23,"Tactical, FPS, Action"
Pool Nation,Win,2120,2120,90,Very Positive,"18 Oct, 2013","5,69€",0,"5,69€",Pool,https://store.steampowered.com/app/254440/Pool_Nation/?snr=1_7_7_240_150_23,"Pool, Sports, Simulation"
Trivia Tricks,Win,125,125,92,Very Positive,"27 Oct, 2020","14,79€",0,"14,79€",Early Access,https://store.steampowered.com/app/1404090/Trivia_Tricks/?snr=1_7_7_240_150_23,"Early Access, Cartoon, Comedy"
Arrow Sudoku,"Win, Mac",64,64,98,Very Positive,21 mai 2021,"4,99€",0,"4,99€",Stratégie,https://store.steampowered.com/app/1613680/Arrow_Sudoku/?snr=1_7_7_240_150_23,"Stratégie, Casual, Casse-tête"
Home Run High,Win,75,75,78,Mostly Positive,"10 Oct, 2022","7,99€",0,"7,99€",Simulation,https://store.steampowered.com/app/2084720/Home_Run_High/?snr=1_7_7_240_150_23,"Simulation, Sports, Casual"
Trimps,Win,921,921,92,Very Positive,"2 May, 2022",0,None,0,Strategy,https://store.steampowered.com/app/1877960/Trimps/?snr=1_7_7_240_150_23,"Strategy, Free to Play, Idler"
Gazillionaire,"Win, Mac",171,171,92,Very Positive,"14 Jan, 2020","16,79€",0,"16,79€",Casual,https://store.steampowered.com/app/1169100/Gazillionaire/?snr=1_7_7_240_150_23,"Casual, Strategy, Indie"
Civilization IV: Beyond the Sword,"Win, Mac",2921,2921,96,Overwhelmingly Positive,"24 Jul, 2007","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/8800/Civilization_IV_Beyond_the_Sword/?snr=1_7_7_240_150_23,"Strategy, Turn-Based Strategy, 4X"
Perfect Heist,Win,342,342,76,Mostly Positive,"17 Aug, 2018","4,99€",0,"4,99€",Multiplayer,https://store.steampowered.com/app/787040/Perfect_Heist/?snr=1_7_7_240_150_24,"Multiplayer, Action, Heist"
Dream Park Story,Win,30,30,90,Positive,"25 Jun, 2023","8,99€",0,"8,99€",Simulation,https://store.steampowered.com/app/2119660/Dream_Park_Story/?snr=1_7_7_240_150_24,"Simulation, Casual, Strategy"
Sunrider: Liberation Day - Captain's Edition,"Win, Mac, Linux",606,606,84,Very Positive,"4 Mar, 2016","24,50€",None,0,Strategy,https://store.steampowered.com/app/358750/Sunrider_Liberation_Day__Captains_Edition/?snr=1_7_7_240_150_24,"Strategy, Visual Novel, Anime"
Gaia Project,"Win, Mac, Linux",265,265,75,Mostly Positive,"31 May, 2021","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/1516400/Gaia_Project/?snr=1_7_7_240_150_24,"Strategy, Casual, Board Game"
Expansion - Crusader Kings II: Conclave,"Win, Mac, Linux",419,0,0,None,"2 Feb, 2016","14,99€",0,"14,99€",Strategy,https://store.steampowered.com/app/394320/Expansion__Crusader_Kings_II_Conclave/?snr=1_7_7_240_150_24,"Strategy, RPG, Simulation"
Learning Factory,"Win, Mac, Linux",238,238,84,Very Positive,"18 Feb, 2021","11,99€",0,"11,99€",Early Access,https://store.steampowered.com/app/1150090/Learning_Factory/?snr=1_7_7_240_150_24,"Early Access, Base Building, Building"
Tactical Monsters Rumble Arena,"Win, Mac",4530,4530,89,Very Positive,"31 Jan, 2018",0,None,0,Free to Play,https://store.steampowered.com/app/705220/Tactical_Monsters_Rumble_Arena/?snr=1_7_7_240_150_24,"Free to Play, Strategy, RPG"
Prime World: Defenders 2,Win,1992,1992,79,Mostly Positive,"29 Nov, 2018",0,None,0,Free to Play,https://store.steampowered.com/app/429540/Prime_World_Defenders_2/?snr=1_7_7_240_150_24,"Free to Play, Tower Defense, Strategy"
Desta: The Memories Between,Win,29,29,93,Positive,"25 Apr, 2023","16,49€",0,"16,49€",Sports,https://store.steampowered.com/app/2009650/Desta_The_Memories_Between/?snr=1_7_7_240_150_24,"Sports, Turn-Based Tactics, Roguelite"
Age of Wonders III - Golden Realms Expansion,"Win, Mac, Linux",80,80,92,Very Positive,"18 Sep, 2014","11,99€",0,"11,99€",Strategy,https://store.steampowered.com/app/299230/Age_of_Wonders_III__Golden_Realms_Expansion/?snr=1_7_7_240_150_24,"Strategy, RPG, Fantasy"
Dungeons & Jewels,"Win, Linux",48,48,93,Positive,"21 Apr, 2023","4,99€",None,0,Roguelite,https://store.steampowered.com/app/2323980/Dungeons__Jewels/?snr=1_7_7_240_150_24,"Roguelite, Puzzle, Match 3"
Judgment: Apocalypse Survival Simulation,Win,1942,1942,80,Very Positive,"3 May, 2018","19,99€",0,"19,99€",Colony Sim,https://store.steampowered.com/app/455980/Judgment_Apocalypse_Survival_Simulation/?snr=1_7_7_240_150_24,"Colony Sim, Survival, Base Building"
Dream House Days DX,Win,239,239,84,Very Positive,"27 Mar, 2022","7,99€",0,"7,99€",Simulation,https://store.steampowered.com/app/1859370/Dream_House_Days_DX/?snr=1_7_7_240_150_24,"Simulation, Casual, Pixel Graphics"
Space Crew: Legendary Edition,"Win, Mac, Linux",1375,1375,78,Mostly Positive,"15 Oct, 2020","24,99€",0,"24,99€",Action,https://store.steampowered.com/app/1176710/Space_Crew_Legendary_Edition/?snr=1_7_7_240_150_24,"Action, Sci-fi, Adventure"
WE ARE FOOTBALL,Win,781,781,75,Mostly Positive,"10 Jun, 2021","24,99€",0,"24,99€",Sports,https://store.steampowered.com/app/1196470/WE_ARE_FOOTBALL/?snr=1_7_7_240_150_24,"Sports, Football (Soccer), Time Management"
Popup Dungeon,Win,566,566,81,Very Positive,"12 Aug, 2020","24,99€",0,"24,99€",RPG,https://store.steampowered.com/app/349730/Popup_Dungeon/?snr=1_7_7_240_150_24,"RPG, Strategy, Indie"
Stick Em Up,Win,157,0,0,None,"5 Aug, 2019","14,79€",0,"14,79€",Action,https://store.steampowered.com/app/1108740/Stick_Em_Up/?snr=1_7_7_240_150_24,"Action, Gore, Violent"
War for the Overworld - The Under Games Expansion,"Win, Mac, Linux",35,35,80,Positive,"20 Apr, 2018","9,75€",0,"9,75€",Strategy,https://store.steampowered.com/app/594630/War_for_the_Overworld__The_Under_Games_Expansion/?snr=1_7_7_240_150_24,"Strategy, Indie, Simulation"
Mordheim: City of the Damned - Undead,Win,56,56,80,Very Positive,"25 Oct, 2016","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/534990/Mordheim_City_of_the_Damned__Undead/?snr=1_7_7_240_150_24,"Strategy, RPG"
S.W.I.N.E. HD Remaster,Win,781,781,93,Very Positive,"23 May, 2019","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/944010/SWINE_HD_Remaster/?snr=1_7_7_240_150_24,"Strategy, RTS, Retro"
"Warhammer 40,000: Battlesector - Sisters of Battle",Win,29,29,75,Mostly Positive,"13 Dec, 2022","14,79€",0,"14,79€",Strategy,https://store.steampowered.com/app/2011980/Warhammer_40000_Battlesector__Sisters_of_Battle/?snr=1_7_7_240_150_24,Strategy
SGS Taipings,"Win, Mac",123,123,83,Very Positive,"19 Jan, 2023","24,99€",0,"24,99€",Wargame,https://store.steampowered.com/app/1519060/SGS_Taipings/?snr=1_7_7_240_150_24,"Wargame, Political Sim, Turn-Based Strategy"
Sanctum,"Win, Mac",1885,1885,90,Very Positive,"15 Apr, 2011","9,75€",0,"9,75€",Tower Defense,https://store.steampowered.com/app/91600/Sanctum/?snr=1_7_7_240_150_24,"Tower Defense, Strategy, FPS"
大秦帝国,Win,1188,1188,82,Very Positive,"17 May, 2021",0,None,0,Strategy,https://store.steampowered.com/app/1526520/_/?snr=1_7_7_240_150_24,"Strategy, Historical, Simulation"
Age of Empires II: Definitive Edition Soundtrack,Music,35,35,80,Positive,"23 Jan, 2020","8,19€",0,"8,19€",Strategy,https://store.steampowered.com/app/1228810/Age_of_Empires_II_Definitive_Edition_Soundtrack/?snr=1_7_7_240_150_24,"Strategy, Soundtrack"
河洛群俠傳 (Ho Tu Lo Shu ： The Books of Dragon),Win,8054,8054,82,Very Positive,"14 Nov, 2018","15,50€",0,"15,50€",RPG,https://store.steampowered.com/app/952860/_Ho_Tu_Lo_Shu__The_Books_of_Dragon/?snr=1_7_7_240_150_24,"RPG, Martial Arts, Open World"
Monster Roadtrip Hitchhiker Pack - Amira & Oz,"Win, Mac, Linux",12,12,100,Positive,"22 Dec, 2022","2,99€",0,"2,99€",Strategy,https://store.steampowered.com/app/2251130/Monster_Roadtrip_Hitchhiker_Pack__Amira__Oz/?snr=1_7_7_240_150_24,"Strategy, Indie, Casual"
Nucleares,Win,97,97,89,Very Positive,"13 Mar, 2023","14,79€",0,"14,79€",Simulation,https://store.steampowered.com/app/1428420/Nucleares/?snr=1_7_7_240_150_24,"Simulation, FPS, Realistic"
Farm Manager 2021 - Agrotourism DLC,Win,11,11,72,Mostly Positive,"20 Jan, 2022","6,59€",0,"6,59€",Strategy,https://store.steampowered.com/app/1741390/Farm_Manager_2021__Agrotourism_DLC/?snr=1_7_7_240_150_24,"Strategy, Indie, Simulation"
Dungeon Defenders: Summoner Hero DLC,"Win, Mac, Linux",32,32,93,Positive,"23 May, 2012","3,29€",0,"3,29€",RPG,https://store.steampowered.com/app/208544/Dungeon_Defenders_Summoner_Hero_DLC/?snr=1_7_7_240_150_24,"RPG, Strategy, Indie"
X3: Terran Conflict,"Win, Mac, Linux",1910,1910,84,Very Positive,"16 Oct, 2008","15,99€",0,"15,99€",Space,https://store.steampowered.com/app/2820/X3_Terran_Conflict/?snr=1_7_7_240_150_24,"Space, Simulation, Sandbox"
Sudoku Universe / 数独宇宙,"Win, Mac, Linux",2206,2206,95,Overwhelmingly Positive,"18 Dec, 2017","2,99€",0,"2,99€",Casual,https://store.steampowered.com/app/733070/Sudoku_Universe/?snr=1_7_7_240_150_24,"Casual, Indie, Puzzle"
