Games name,Platforms,Reviewers,,Positive percent,Comment,Released,Price,Discount,Discounted price,Type,URL,All_tags
Surviving the Aftermath - Rebirth,Win,14,0,0,None,"16 Mar, 2023","14,99€",0,"14,99€",Strategy,https://store.steampowered.com/app/1803782/Surviving_the_Aftermath__Rebirth/?snr=1_7_7_240_150_30,"Strategy, Simulation"
Cities: Skylines - Downtown Radio,"Win, Mac, Linux",28,28,85,Positive,"7 Nov, 2019","3,99€",None,0,Simulation,https://store.steampowered.com/app/1148021/Cities_Skylines__Downtown_Radio/?snr=1_7_7_240_150_30,"Simulation, Strategy"
Unity of Command II - Don 42,"Win, Mac",23,23,95,Positive,"18 May, 2023","6,89€",0,"6,89€",Strategy,https://store.steampowered.com/app/1870350/Unity_of_Command_II__Don_42/?snr=1_7_7_240_150_30,"Strategy, Indie, Simulation"
Jigsaw Puzzles Infinite,Win,68,68,95,Very Positive,"2 Apr, 2023",0,None,0,Board Game,https://store.steampowered.com/app/1946140/Jigsaw_Puzzles_Infinite/?snr=1_7_7_240_150_30,"Board Game, Relaxing, Puzzle"
Adorable Witch,Win,1448,1448,89,Very Positive,"16 Jun, 2021","1,99€",0,"1,99€",Sexual Content,https://store.steampowered.com/app/1605010/Adorable_Witch/?snr=1_7_7_240_150_30,"Sexual Content, Hentai, Nudity"
Warlock - Master of the Arcane,Win,909,909,86,Very Positive,"8 May, 2012","23,99€",0,"23,99€",Strategy,https://store.steampowered.com/app/203630/Warlock__Master_of_the_Arcane/?snr=1_7_7_240_150_30,"Strategy, Turn-Based Strategy, Fantasy"
Orcs Must Die! 2 - Fire and Water Booster Pack,Win,39,39,82,Positive,"29 Aug, 2012","4,99€",0,"4,99€",Action,https://store.steampowered.com/app/201804/Orcs_Must_Die_2__Fire_and_Water_Booster_Pack/?snr=1_7_7_240_150_30,"Action, Strategy, Indie"
Strategic Command Classic: WWII,Win,21,21,85,Positive,"17 Apr, 2018","14,79€",0,"14,79€",Strategy,https://store.steampowered.com/app/812930/Strategic_Command_Classic_WWII/?snr=1_7_7_240_150_30,Strategy
"Warhammer 40,000: Sanctus Reach - Sons of Cadia",Win,39,39,74,Mostly Positive,"9 Nov, 2017","14,79€",0,"14,79€",Strategy,https://store.steampowered.com/app/716660/Warhammer_40000_Sanctus_Reach__Sons_of_Cadia/?snr=1_7_7_240_150_30,"Strategy, Warhammer 40K"
Monster Girl Manager,Win,90,90,94,Very Positive,"25 Apr, 2023","12,49€",0,"12,49€",Creature Collector,https://store.steampowered.com/app/1806700/Monster_Girl_Manager/?snr=1_7_7_240_150_30,"Creature Collector, RPG, Roguelite"
"Warhammer 40,000: Sanctus Reach - Horrors of the Warp",Win,27,27,70,Mostly Positive,"24 May, 2018","14,79€",0,"14,79€",Strategy,https://store.steampowered.com/app/841150/Warhammer_40000_Sanctus_Reach__Horrors_of_the_Warp/?snr=1_7_7_240_150_30,Strategy
Unity of Command II - Stalingrad,"Win, Mac",29,29,93,Positive,"15 Nov, 2021","9,79€",0,"9,79€",Strategy,https://store.steampowered.com/app/1676010/Unity_of_Command_II__Stalingrad/?snr=1_7_7_240_150_30,"Strategy, Indie, Simulation"
Steel Division: Normandy 44 - Second Wave,Win,41,41,87,Positive,"21 Sep, 2017","7,99€",0,"7,99€",Strategy,https://store.steampowered.com/app/710800/Steel_Division_Normandy_44__Second_Wave/?snr=1_7_7_240_150_30,"Strategy, Action, Simulation"
Cities: Skylines - Calm The Mind Radio,"Win, Mac, Linux",16,0,0,None,"25 Jan, 2022","3,99€",None,0,Simulation,https://store.steampowered.com/app/1726384/Cities_Skylines__Calm_The_Mind_Radio/?snr=1_7_7_240_150_30,"Simulation, Strategy"
Moons Of Darsalon,"Win, Mac",74,74,94,Very Positive,"19 Apr, 2023","19,67€",None,0,Action,https://store.steampowered.com/app/1234180/Moons_Of_Darsalon/?snr=1_7_7_240_150_30,"Action, Adventure, Retro"
Heavy Burden,Win,72,72,87,Very Positive,"11 Sep, 2023","4,99€",0,"4,99€",Casual,https://store.steampowered.com/app/2070000/Heavy_Burden/?snr=1_7_7_240_150_30,"Casual, Adventure, Strategy"
Tentacle Girl,"Win, Mac",1098,1098,89,Very Positive,"14 Feb, 2020","1,99€",0,"1,99€",Sexual Content,https://store.steampowered.com/app/1205240/Tentacle_Girl/?snr=1_7_7_240_150_30,"Sexual Content, Casual, Nudity"
Blackjack Championship,"Win, Mac",883,0,0,None,"25 Aug, 2020",0,None,0,Free to Play,https://store.steampowered.com/app/1178160/Blackjack_Championship/?snr=1_7_7_240_150_30,"Free to Play, Massively Multiplayer, Indie"
Hero of the Kingdom: The Lost Tales 2,"Win, Mac, Linux",493,493,89,Very Positive,"19 Nov, 2021","6,89€",None,0,Adventure,https://store.steampowered.com/app/1784780/Hero_of_the_Kingdom_The_Lost_Tales_2/?snr=1_7_7_240_150_30,"Adventure, Casual, RPG"
GLADIABOTS - AI Combat Arena,"Win, Mac, Linux",755,755,89,Very Positive,"22 May, 2019","14,79€",0,"14,79€",Strategy,https://store.steampowered.com/app/871930/GLADIABOTS__AI_Combat_Arena/?snr=1_7_7_240_150_30,"Strategy, Programming, Logic"
AI War 2: The Neinzul Abyss,"Win, Mac, Linux",22,22,100,Positive,"22 Apr, 2022","9,75€",0,"9,75€",Strategy,https://store.steampowered.com/app/1466780/AI_War_2_The_Neinzul_Abyss/?snr=1_7_7_240_150_30,"Strategy, Indie, Simulation"
Sudden Strike 4 - The Pacific War,"Win, Mac, Linux",75,75,77,Mostly Positive,"22 Feb, 2019","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/873871/Sudden_Strike_4__The_Pacific_War/?snr=1_7_7_240_150_30,"Strategy, World War II"
Crossfire: Legion,Win,541,0,0,None,"8 Dec, 2022","29,99€",0,"29,99€",Strategy,https://store.steampowered.com/app/1072190/Crossfire_Legion/?snr=1_7_7_240_150_30,"Strategy, RTS, PvP"
All Quiet Roads,"Win, Mac",96,96,95,Very Positive,"11 Apr, 2022","4,99€",0,"4,99€",Simulation,https://store.steampowered.com/app/1832050/All_Quiet_Roads/?snr=1_7_7_240_150_30,"Simulation, Strategy, Minimalist"
Diggles: The Myth of Fenris,Win,476,476,88,Very Positive,"14 Dec, 2020","8,19€",0,"8,19€",Adventure,https://store.steampowered.com/app/1478650/Diggles_The_Myth_of_Fenris/?snr=1_7_7_240_150_30,"Adventure, Strategy, Mining"
Wizards and Warlords,"Win, Mac, Linux",218,218,86,Very Positive,"25 Sep, 2020","14,99€",0,"14,99€",Strategy,https://store.steampowered.com/app/567080/Wizards_and_Warlords/?snr=1_7_7_240_150_30,"Strategy, Indie, Fantasy"
Cricket Captain 2022,Win,35,0,0,None,"12 Jun, 2022","13,79€",0,"13,79€",Simulation,https://store.steampowered.com/app/1975570/Cricket_Captain_2022/?snr=1_7_7_240_150_30,"Simulation, Sports, Strategy"
MegaFactory Titan,"Win, Mac, Linux",91,91,86,Very Positive,"23 Feb, 2022","16,79€",0,"16,79€",Early Access,https://store.steampowered.com/app/1803550/MegaFactory_Titan/?snr=1_7_7_240_150_30,"Early Access, Simulation, Automation"
Shogo: Mobile Armor Division,Win,157,157,75,Mostly Positive,"14 Apr, 2017","9,99€",0,"9,99€",Action,https://store.steampowered.com/app/610860/Shogo_Mobile_Armor_Division/?snr=1_7_7_240_150_30,"Action, Adventure, Strategy"
Gods of Sand,Win,482,482,89,Very Positive,"7 Feb, 2022","8,19€",0,"8,19€",Management,https://store.steampowered.com/app/1431230/Gods_of_Sand/?snr=1_7_7_240_150_30,"Management, Pixel Graphics, Strategy"
Zup!,Win,7864,7864,94,Very Positive,"4 Oct, 2016","1,99€",0,"1,99€",Puzzle,https://store.steampowered.com/app/533300/Zup/?snr=1_7_7_240_150_30,"Puzzle, Casual, Indie"
Battlepillars Gold Edition,Win,171,171,87,Very Positive,"28 Apr, 2014","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/280930/Battlepillars_Gold_Edition/?snr=1_7_7_240_150_30,"Strategy, Action, Indie"
Egypt: Old Kingdom,"Win, Mac, Linux",1030,1030,86,Very Positive,"24 May, 2018","14,79€",0,"14,79€",Indie,https://store.steampowered.com/app/646500/Egypt_Old_Kingdom/?snr=1_7_7_240_150_30,"Indie, Strategy, Singleplayer"
Stories from the Outbreak,"Win, Mac, Linux",61,61,86,Very Positive,"27 Mar, 2023","14,99€",0,"14,99€",Early Access,https://store.steampowered.com/app/1968630/Stories_from_the_Outbreak/?snr=1_7_7_240_150_30,"Early Access, Perma Death, Survival"
Paladin's Oath,"Win, Mac, Linux",79,79,84,Very Positive,"2 Mar, 2022","9,99€",0,"9,99€",RPG,https://store.steampowered.com/app/1671590/Paladins_Oath/?snr=1_7_7_240_150_30,"RPG, Strategy, Strategy RPG"
Streamer Daily,Win,984,984,88,Very Positive,"4 Mar, 2020","11,79€",0,"11,79€",Simulation,https://store.steampowered.com/app/1058380/Streamer_Daily/?snr=1_7_7_240_150_30,"Simulation, Indie, Casual"
Sefirot Shards,Win,143,143,71,Mostly Positive,"22 Jul, 2023",0,None,0,Card Game,https://store.steampowered.com/app/1020910/Sefirot_Shards/?snr=1_7_7_240_150_30,"Card Game, Free to Play, Strategy"
50 years,Win,585,585,89,Very Positive,"26 May, 2017","3,99€",0,"3,99€",Strategy,https://store.steampowered.com/app/502740/50_years/?snr=1_7_7_240_150_30,"Strategy, Indie, Turn-Based Strategy"
Train Valley 2 - Passenger Flow,"Win, Mac, Linux",54,54,72,Mostly Positive,"3 Oct, 2019","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/1154780/Train_Valley_2__Passenger_Flow/?snr=1_7_7_240_150_30,"Strategy, Indie, Casual"
Graviteam Tactics: Bird Grove,Win,12,12,83,Positive,"15 Sep, 2022","13,29€",0,"13,29€",Strategy,https://store.steampowered.com/app/1848420/Graviteam_Tactics_Bird_Grove/?snr=1_7_7_240_150_30,"Strategy, Simulation, World War II"
Rebel Galaxy,"Win, Mac",6735,6735,85,Very Positive,"20 Oct, 2015","16,79€",0,"16,79€",Space,https://store.steampowered.com/app/290300/Rebel_Galaxy/?snr=1_7_7_240_150_30,"Space, Open World, Sci-fi"
"Gremlins, Inc. – Uninvited Guests","Win, Mac, Linux",21,21,100,Positive,"21 Apr, 2016","9,99€",0,"9,99€",Indie,https://store.steampowered.com/app/458160/Gremlins_Inc_Uninvited_Guests/?snr=1_7_7_240_150_30,"Indie, Strategy, Steampunk"
Hexcells Plus,"Win, Mac, Linux",1899,1899,95,Overwhelmingly Positive,"19 Feb, 2014","2,99€",0,"2,99€",Puzzle,https://store.steampowered.com/app/271900/Hexcells_Plus/?snr=1_7_7_240_150_30,"Puzzle, Indie, Casual"
Space Empires IV Deluxe,Win,218,218,85,Very Positive,"7 Feb, 2006","9,99€",None,0,Strategy,https://store.steampowered.com/app/1610/Space_Empires_IV_Deluxe/?snr=1_7_7_240_150_30,"Strategy, 4X, Sci-fi"
8-Bit Adventures 2,Win,134,134,95,Very Positive,"31 Jan, 2023","16,79€",0,"16,79€",JRPG,https://store.steampowered.com/app/733110/8Bit_Adventures_2/?snr=1_7_7_240_150_30,"JRPG, Story Rich, Turn-Based"
100% Orange Juice - Krila & Kae Character Pack,Win,79,79,98,Very Positive,"12 Jun, 2015","2,99€",0,"2,99€",Strategy,https://store.steampowered.com/app/376200/100_Orange_Juice__Krila__Kae_Character_Pack/?snr=1_7_7_240_150_30,"Strategy, Indie, Anime"
The Battle of Polytopia - ∑∫ỹriȱŋ Tribe,"Win, Mac, Linux",16,16,93,Positive,"4 Aug, 2020","2,99€",0,"2,99€",Strategy,https://store.steampowered.com/app/982201/The_Battle_of_Polytopia__ri_Tribe/?snr=1_7_7_240_150_30,"Strategy, Indie"
Templar Battleforce,"Win, Mac, Linux",837,837,93,Very Positive,"21 Sep, 2015","9,75€",0,"9,75€",Turn-Based Tactics,https://store.steampowered.com/app/370020/Templar_Battleforce/?snr=1_7_7_240_150_30,"Turn-Based Tactics, Tactical RPG, Perma Death"
Magic Spellslingers,Win,550,0,0,None,"4 Aug, 2022",0,None,0,Strategy,https://store.steampowered.com/app/720090/Magic_Spellslingers/?snr=1_7_7_240_150_30,"Strategy, Trading Card Game, Card Game"
The Guild Gold Edition,Win,444,444,72,Mostly Positive,"9 Sep, 2014","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/39520/The_Guild_Gold_Edition/?snr=1_7_7_240_150_30,"Strategy, Simulation, Medieval"
Glittermitten Grove,"Win, Mac, Linux",332,332,83,Very Positive,"13 Dec, 2016","8,19€",0,"8,19€",Farming Sim,https://store.steampowered.com/app/536890/Glittermitten_Grove/?snr=1_7_7_240_150_30,"Farming Sim, City Builder, Colony Sim"
Halo: Spartan Strike,Win,1256,1256,81,Very Positive,"16 Apr, 2015","2,99€",0,"2,99€",Action,https://store.steampowered.com/app/324570/Halo_Spartan_Strike/?snr=1_7_7_240_150_30,"Action, Top-Down Shooter, Sci-fi"
Zup! 3,Win,5046,5046,90,Very Positive,"12 Jan, 2017","1,99€",0,"1,99€",Puzzle,https://store.steampowered.com/app/575640/Zup_3/?snr=1_7_7_240_150_30,"Puzzle, Casual, Indie"
100% Orange Juice - Alte & Kyoko Character Pack,Win,58,58,94,Very Positive,"10 Aug, 2015","2,99€",0,"2,99€",Strategy,https://store.steampowered.com/app/388790/100_Orange_Juice__Alte__Kyoko_Character_Pack/?snr=1_7_7_240_150_30,"Strategy, Indie, Anime"
Wings of Glory,"Win, Mac",71,71,81,Very Positive,"21 Jul, 2022","12,49€",0,"12,49€",Strategy,https://store.steampowered.com/app/965620/Wings_of_Glory/?snr=1_7_7_240_150_30,"Strategy, Tactical, World War I"
Shortest Trip to Earth - The Old Enemies,"Win, Linux",10,10,80,Positive,"5 Nov, 2020","10,79€",0,"10,79€",Strategy,https://store.steampowered.com/app/1392710/Shortest_Trip_to_Earth__The_Old_Enemies/?snr=1_7_7_240_150_30,"Strategy, Action, Adventure"
ARMA: Gold Edition,Win,739,739,76,Mostly Positive,"13 Jul, 2011","7,99€",None,0,Simulation,https://store.steampowered.com/app/65780/ARMA_Gold_Edition/?snr=1_7_7_240_150_30,"Simulation, Action, Military"
Total War: THREE KINGDOMS - Eight Princes,"Win, Mac, Linux",1528,0,0,None,"8 Aug, 2019","8,99€",None,0,Strategy,https://store.steampowered.com/app/1102310/Total_War_THREE_KINGDOMS__Eight_Princes/?snr=1_7_7_240_150_30,"Strategy, Action, Violent"
Alien Robot Monsters,"Win, Mac, Linux",114,114,85,Very Positive,"9 Sep, 2015","5,99€",0,"5,99€",Strategy,https://store.steampowered.com/app/391250/Alien_Robot_Monsters/?snr=1_7_7_240_150_30,"Strategy, Action, Indie"
"Gremlins, Inc. – Automated Competitors","Win, Mac, Linux",13,13,84,Positive,"26 May, 2016","9,99€",0,"9,99€",Indie,https://store.steampowered.com/app/459852/Gremlins_Inc_Automated_Competitors/?snr=1_7_7_240_150_30,"Indie, Strategy, Atmospheric"
Soda Dungeon 2,"Win, Mac",4893,4893,94,Very Positive,"9 Jul, 2020",0,None,0,Free to Play,https://store.steampowered.com/app/946050/Soda_Dungeon_2/?snr=1_7_7_240_150_30,"Free to Play, RPG, Idler"
Please Subscribe,Win,113,113,84,Very Positive,"10 Feb, 2022","8,19€",0,"8,19€",Simulation,https://store.steampowered.com/app/1826910/Please_Subscribe/?snr=1_7_7_240_150_30,"Simulation, Strategy, RPG"
Now There Be Goblins,Win,42,42,90,Positive,"4 Apr, 2023","12,50€",0,"12,50€",VR,https://store.steampowered.com/app/1378470/Now_There_Be_Goblins/?snr=1_7_7_240_150_30,"VR, Tower Defense, Hack and Slash"
Fantasy General II: Empire Aflame,Win,21,21,80,Positive,"21 Oct, 2020","14,79€",0,"14,79€",Strategy,https://store.steampowered.com/app/1193870/Fantasy_General_II_Empire_Aflame/?snr=1_7_7_240_150_30,Strategy
Infested Fortress,Win,23,23,91,Positive,"2 Mar, 2023","19,50€",0,"19,50€",Early Access,https://store.steampowered.com/app/2060230/Infested_Fortress/?snr=1_7_7_240_150_30,"Early Access, Strategy, Base Building"
Combat Mission Fortress Italy,Win,9,0,0,None,"12 Sep, 2023","58,99€",0,"58,99€",Strategy,https://store.steampowered.com/app/2551110/Combat_Mission_Fortress_Italy/?snr=1_7_7_240_150_30,"Strategy, Simulation, Wargame"
Cities: Skylines - Rock City Radio,"Win, Mac, Linux",79,79,77,Mostly Positive,"18 May, 2017","3,99€",None,0,Strategy,https://store.steampowered.com/app/614582/Cities_Skylines__Rock_City_Radio/?snr=1_7_7_240_150_30,"Strategy, Simulation, City Builder"
Maelstrom,Win,2442,2442,82,Very Positive,"20 Sep, 2019",0,None,0,Free to Play,https://store.steampowered.com/app/764050/Maelstrom/?snr=1_7_7_240_150_30,"Free to Play, Action, Massively Multiplayer"
Bomber Crew Official Soundtrack,"Win, Mac, Linux",27,27,74,Mostly Positive,"15 Dec, 2017","6,99€",0,"6,99€",Strategy,https://store.steampowered.com/app/756070/Bomber_Crew_Official_Soundtrack/?snr=1_7_7_240_150_30,"Strategy, Simulation"
Office Management 101,"Win, Linux",63,63,82,Very Positive,"16 Mar, 2022","16,79€",0,"16,79€",Early Access,https://store.steampowered.com/app/678390/Office_Management_101/?snr=1_7_7_240_150_30,"Early Access, Simulation, Management"
Sudoku Killer / 杀手数独,"Win, Mac, Linux",152,152,91,Very Positive,"19 Oct, 2018","2,99€",0,"2,99€",Casual,https://store.steampowered.com/app/861270/Sudoku_Killer/?snr=1_7_7_240_150_30,"Casual, Indie, Strategy"
Rising Kingdoms,Win,172,172,90,Very Positive,"23 Jul, 2019","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/827050/Rising_Kingdoms/?snr=1_7_7_240_150_30,"Strategy, RTS, Fantasy"
The Monster Within,"Win, Mac",63,63,79,Mostly Positive,"22 Oct, 2022","12,49€",0,"12,49€",Strategy,https://store.steampowered.com/app/1755870/The_Monster_Within/?snr=1_7_7_240_150_30,"Strategy, Card Game, Deckbuilding"
Fate Hunters,"Win, Mac, Linux",745,745,77,Mostly Positive,"18 Jul, 2019","12,49€",0,"12,49€",Roguelike Deckbuilder,https://store.steampowered.com/app/920680/Fate_Hunters/?snr=1_7_7_240_150_30,"Roguelike Deckbuilder, Strategy, Card Battler"
Seinarukana -The Spirit of Eternity Sword 2-,Win,29,29,89,Positive,"26 Jan, 2017","24,99€",0,"24,99€",RPG,https://store.steampowered.com/app/445430/Seinarukana_The_Spirit_of_Eternity_Sword_2/?snr=1_7_7_240_150_30,"RPG, Strategy, Visual Novel"
Interstellar Space: Genesis - Evolving Empires,Win,13,0,0,None,"25 May, 2022","14,99€",0,"14,99€",Strategy,https://store.steampowered.com/app/1974170/Interstellar_Space_Genesis__Evolving_Empires/?snr=1_7_7_240_150_30,"Strategy, Indie, Grand Strategy"
Masterplan Tycoon,"Win, Mac, Linux",350,350,76,Mostly Positive,"9 Mar, 2023","9,75€",0,"9,75€",Resource Management,https://store.steampowered.com/app/1644500/Masterplan_Tycoon/?snr=1_7_7_240_150_30,"Resource Management, Building, Strategy"
AI War: Fleet Command,"Win, Mac, Linux",953,953,85,Very Positive,"21 Oct, 2009","9,75€",0,"9,75€",Strategy,https://store.steampowered.com/app/40400/AI_War_Fleet_Command/?snr=1_7_7_240_150_30,"Strategy, RTS, Space"
Sudden Strike 4 - Finland: Winter Storm,"Win, Mac, Linux",92,92,77,Mostly Positive,"14 Jun, 2018","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/813390/Sudden_Strike_4__Finland_Winter_Storm/?snr=1_7_7_240_150_30,"Strategy, World War II"
Night of Full Moon - Gear of Fate（Classic）,Win,17,17,94,Positive,"21 Oct, 2020","1,99€",0,"1,99€",Strategy,https://store.steampowered.com/app/1420870/Night_of_Full_Moon__Gear_of_FateClassic/?snr=1_7_7_240_150_30,"Strategy, Adventure, Indie"
Oh...Sir!! The Insult Simulator,"Win, Mac, Linux",3079,3079,91,Very Positive,"25 Oct, 2016","1,99€",0,"1,99€",Comedy,https://store.steampowered.com/app/512250/OhSir_The_Insult_Simulator/?snr=1_7_7_240_150_30,"Comedy, Indie, Simulation"
Wrestling Revolution 3D,"Win, Mac",379,379,87,Very Positive,"20 Jul, 2017","9,99€",0,"9,99€",Wrestling,https://store.steampowered.com/app/665330/Wrestling_Revolution_3D/?snr=1_7_7_240_150_30,"Wrestling, Sports, Simulation"
100% Orange Juice - Mixed Booster Pack,Win,62,62,96,Very Positive,"9 Mar, 2015","1,99€",0,"1,99€",Strategy,https://store.steampowered.com/app/338360/100_Orange_Juice__Mixed_Booster_Pack/?snr=1_7_7_240_150_30,"Strategy, Indie, Anime"
CrossCells,"Win, Mac, Linux",696,696,85,Very Positive,"26 May, 2017","2,99€",0,"2,99€",Casual,https://store.steampowered.com/app/632000/CrossCells/?snr=1_7_7_240_150_30,"Casual, Indie, Puzzle"
三國立志傳3,Win,90,90,80,Very Positive,"18 Jul, 2023","7,79€",0,"7,79€",Strategy,https://store.steampowered.com/app/2467190/3/?snr=1_7_7_240_150_30,"Strategy, RPG, Turn-Based Strategy"
100% Orange Juice - Syura & Nanako Character Pack,Win,88,88,96,Very Positive,"15 Oct, 2014","2,99€",0,"2,99€",Strategy,https://store.steampowered.com/app/327340/100_Orange_Juice__Syura__Nanako_Character_Pack/?snr=1_7_7_240_150_30,"Strategy, Indie, Anime"
Party Hard: High Crimes DLC,"Win, Mac, Linux",129,0,0,None,"10 Nov, 2016","4,99€",None,0,Action,https://store.steampowered.com/app/554791/Party_Hard_High_Crimes_DLC/?snr=1_7_7_240_150_30,"Action, Indie, Violent"
Quantum Protocol,Win,461,461,90,Very Positive,"4 Nov, 2020","10,79€",0,"10,79€",Anime,https://store.steampowered.com/app/1328530/Quantum_Protocol/?snr=1_7_7_240_150_30,"Anime, Deckbuilding, Card Game"
PuzzleQuest: Challenge of the Warlords,Win,876,876,86,Very Positive,"29 Jan, 2008","8,19€",0,"8,19€",Puzzle,https://store.steampowered.com/app/12500/PuzzleQuest_Challenge_of_the_Warlords/?snr=1_7_7_240_150_30,"Puzzle, Match 3, Casual"
Rising Storm 2: Vietnam - Rear Echelon Cosmetic DLC,Win,73,73,98,Very Positive,"29 May, 2018","6,59€",0,"6,59€",Strategy,https://store.steampowered.com/app/794343/Rising_Storm_2_Vietnam__Rear_Echelon_Cosmetic_DLC/?snr=1_7_7_240_150_30,"Strategy, Action, Massively Multiplayer"
RIOT: Civil Unrest,"Win, Mac, Linux",1335,0,0,None,"12 Feb, 2019","16,99€",None,0,Strategy,https://store.steampowered.com/app/342310/RIOT_Civil_Unrest/?snr=1_7_7_240_150_30,"Strategy, Simulation, Indie"
Galactic Ruler,Win,86,0,0,None,"3 Aug, 2022","69,97€",75,"17,49€",Real Time Tactics,https://store.steampowered.com/app/1138440/Galactic_Ruler/?snr=1_7_7_240_150_30,"Real Time Tactics, Co-op, Procedural Generation"
Alien Marauder,Win,263,263,73,Mostly Positive,"17 Nov, 2021","16,79€",0,"16,79€",Early Access,https://store.steampowered.com/app/1516750/Alien_Marauder/?snr=1_7_7_240_150_30,"Early Access, RTS, Colony Sim"
The Battle of Polytopia - Skin Pack #1,"Win, Mac, Linux",12,12,100,Positive,"30 Nov, 2022","2,99€",0,"2,99€",Strategy,https://store.steampowered.com/app/2186650/The_Battle_of_Polytopia__Skin_Pack_1/?snr=1_7_7_240_150_30,"Strategy, Action, Adventure"
Interstellar Pilot 2,Win,60,60,91,Very Positive,"2 Jan, 2023","3,99€",0,"3,99€",Action,https://store.steampowered.com/app/2199580/Interstellar_Pilot_2/?snr=1_7_7_240_150_30,"Action, Simulation, Strategy"
The Battle of Polytopia - Skin Pack #1,"Win, Mac, Linux",12,12,100,Positive,"30 Nov, 2022","2,99€",0,"2,99€",Strategy,https://store.steampowered.com/app/2186650/The_Battle_of_Polytopia__Skin_Pack_1/?snr=1_7_7_240_150_31,"Strategy, Action, Adventure"
Heart of Crown PC,Win,487,487,79,Mostly Positive,"12 Dec, 2017","22,99€",0,"22,99€",Card Battler,https://store.steampowered.com/app/476420/Heart_of_Crown_PC/?snr=1_7_7_240_150_31,"Card Battler, Casual, PvP"
The Escapists: The Walking Dead,"Win, Mac, Linux",610,0,0,None,"30 Sep, 2015","14,99€",None,0,Zombies,https://store.steampowered.com/app/388060/The_Escapists_The_Walking_Dead/?snr=1_7_7_240_150_31,"Zombies, Survival, Pixel Graphics"
Frozen Cortex,"Win, Mac, Linux",163,163,73,Mostly Positive,"19 Feb, 2015","22,99€",0,"22,99€",Sports,https://store.steampowered.com/app/237350/Frozen_Cortex/?snr=1_7_7_240_150_31,"Sports, Strategy, Tactical"
100% Orange Juice - Old Guardian Pack,Win,50,50,94,Very Positive,"20 Dec, 2019","3,99€",0,"3,99€",Strategy,https://store.steampowered.com/app/1210870/100_Orange_Juice__Old_Guardian_Pack/?snr=1_7_7_240_150_31,"Strategy, Indie"
LakeSide,Win,112,112,71,Mostly Positive,"28 Sep, 2022","14,99€",0,"14,99€",Strategy,https://store.steampowered.com/app/1552220/LakeSide/?snr=1_7_7_240_150_31,"Strategy, City Builder, Colony Sim"
TouHou Nil Soul,Win,128,128,84,Very Positive,"28 Feb, 2020","7,77€",0,"7,77€",Indie,https://store.steampowered.com/app/941300/TouHou_Nil_Soul/?snr=1_7_7_240_150_31,"Indie, RPG, Strategy"
Space Empires V,Win,368,368,71,Mostly Positive,"16 Oct, 2006","14,99€",None,0,Strategy,https://store.steampowered.com/app/1690/Space_Empires_V/?snr=1_7_7_240_150_31,"Strategy, 4X, Space"
Shapebreaker - Tower Defense Deckbuilder,Win,40,40,85,Positive,"2 May, 2023","5,89€",0,"5,89€",Tower Defense,https://store.steampowered.com/app/1924010/Shapebreaker__Tower_Defense_Deckbuilder/?snr=1_7_7_240_150_31,"Tower Defense, Strategy, Singleplayer"
We Are One,Win,22,22,100,Positive,"1 Jun, 2023","19,99€",0,"19,99€",Time Manipulation,https://store.steampowered.com/app/1669500/We_Are_One/?snr=1_7_7_240_150_31,"Time Manipulation, Puzzle, VR"
Sokobond,"Win, Mac",416,416,93,Very Positive,"21 Jul, 2014","14,79€",0,"14,79€",Sokoban,https://store.steampowered.com/app/290260/Sokobond/?snr=1_7_7_240_150_31,"Sokoban, Science, Difficult"
Sins of a Solar Empire: Rebellion - Forbidden Worlds® DLC,Win,41,41,92,Positive,"5 Jun, 2013","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/228601/Sins_of_a_Solar_Empire_Rebellion__Forbidden_Worlds_DLC/?snr=1_7_7_240_150_31,"Strategy, Indie, RTS"
Wintermoor Tactics Club,Win,413,413,90,Very Positive,"5 May, 2020","14,99€",0,"14,99€",Tactical RPG,https://store.steampowered.com/app/917840/Wintermoor_Tactics_Club/?snr=1_7_7_240_150_31,"Tactical RPG, Turn-Based Tactics, Visual Novel"
Broken Universe - Tower Defense,Win,235,235,90,Very Positive,"4 Feb, 2023","8,99€",0,"8,99€",Strategy,https://store.steampowered.com/app/1487680/Broken_Universe__Tower_Defense/?snr=1_7_7_240_150_31,"Strategy, Tower Defense, Indie"
Sol Survivor,Win,291,291,90,Very Positive,"15 Mar, 2010","9,99€",0,"9,99€",Tower Defense,https://store.steampowered.com/app/45000/Sol_Survivor/?snr=1_7_7_240_150_31,"Tower Defense, Strategy, Indie"
Sudoku Jigsaw / 拼图数独,"Win, Mac, Linux",157,157,92,Very Positive,"13 Sep, 2018","2,99€",0,"2,99€",Casual,https://store.steampowered.com/app/858040/Sudoku_Jigsaw/?snr=1_7_7_240_150_31,"Casual, Strategy, Indie"
