Games name,Platforms,Reviewers,,Positive percent,Comment,Released,Price,Discount,Discounted price,Type,URL,All_tags
修仙家族模拟器,Win,487,487,73,Mostly Positive,"12 Sep, 2023","13,79€",0,"13,79€",Simulation,https://store.steampowered.com/app/2013240/_/?snr=1_7_7_240_150_13,"Simulation, Strategy, Word Game"
[NA/EU] Black Desert - Traveler to Explorer,Win,22,0,0,None,"2 Mar, 2022","29,99€",0,"29,99€",Strategy,https://store.steampowered.com/app/1914120/NAEU_Black_Desert__Traveler_to_Explorer/?snr=1_7_7_240_150_13,"Strategy, Action, Adventure"
"Warhammer 40,000: Gladius - Tyranids","Win, Linux",73,73,80,Very Positive,"15 Jan, 2019","14,79€",0,"14,79€",Strategy,https://store.steampowered.com/app/995860/Warhammer_40000_Gladius__Tyranids/?snr=1_7_7_240_150_13,"Strategy, Warhammer 40K, Games Workshop"
Plutocracy,"Win, Mac, Linux",910,910,78,Mostly Positive,"21 Nov, 2019","24,50€",0,"24,50€",Economy,https://store.steampowered.com/app/754500/Plutocracy/?snr=1_7_7_240_150_13,"Economy, Strategy, Simulation"
Golfie,Win,159,159,71,Mostly Positive,"19 Jan, 2023","17,49€",0,"17,49€",Character Customization,https://store.steampowered.com/app/1579020/Golfie/?snr=1_7_7_240_150_13,"Character Customization, Precision Platformer, Roguelike"
ENDLESS™ Legend - The Lost Tales,"Win, Mac",35,35,82,Positive,"19 Nov, 2015","1,99€",0,"1,99€",RPG,https://store.steampowered.com/app/415710/ENDLESS_Legend__The_Lost_Tales/?snr=1_7_7_240_150_13,"RPG, Strategy"
SpellForce 3 Reforced,Win,5036,5036,75,Mostly Positive,"7 Dec, 2017","39,99€",0,"39,99€",RPG,https://store.steampowered.com/app/311290/SpellForce_3_Reforced/?snr=1_7_7_240_150_13,"RPG, Strategy, RTS"
Conan Exiles - Architects of Argos Pack,Win,70,70,78,Mostly Positive,"7 May, 2020","9,99€",None,0,Strategy,https://store.steampowered.com/app/1265640/Conan_Exiles__Architects_of_Argos_Pack/?snr=1_7_7_240_150_13,"Strategy, Action, Adventure"
Distant Worlds 2: Factions - Ikkuro and Dhayut,Win,40,40,100,Positive,"16 Mar, 2023","9,75€",0,"9,75€",Strategy,https://store.steampowered.com/app/2140010/Distant_Worlds_2_Factions__Ikkuro_and_Dhayut/?snr=1_7_7_240_150_13,"Strategy, Simulation"
Stronghold 2: Steam Edition,Win,3719,3719,88,Very Positive,"22 Apr, 2005","14,99€",0,"14,99€",City Builder,https://store.steampowered.com/app/40960/Stronghold_2_Steam_Edition/?snr=1_7_7_240_150_13,"City Builder, Real Time Tactics, Medieval"
Serial Cleaners,Win,184,184,78,Mostly Positive,"22 Sep, 2022","24,99€",0,"24,99€",Simulation,https://store.steampowered.com/app/1337920/Serial_Cleaners/?snr=1_7_7_240_150_13,"Simulation, Stealth, Crime"
Roguebook,"Win, Mac, Linux",2395,2395,84,Very Positive,"17 Jun, 2021","24,99€",0,"24,99€",RPG,https://store.steampowered.com/app/1076200/Roguebook/?snr=1_7_7_240_150_13,"RPG, Indie, Card Game"
Victoria II: Heart of Darkness,Win,109,109,79,Mostly Positive,"16 Apr, 2013","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/215001/Victoria_II_Heart_of_Darkness/?snr=1_7_7_240_150_13,"Strategy, Grand Strategy, Economy"
Line War,Win,558,558,80,Very Positive,"5 May, 2022","16,79€",0,"16,79€",Strategy,https://store.steampowered.com/app/1309610/Line_War/?snr=1_7_7_240_150_13,"Strategy, RTS, Multiplayer"
Heat Signature,Win,6209,6209,94,Very Positive,"21 Sep, 2017","12,99€",0,"12,99€",Space,https://store.steampowered.com/app/268130/Heat_Signature/?snr=1_7_7_240_150_13,"Space, Stealth, Indie"
Undead Horde 2: Necropolis,"Win, Mac",266,266,88,Very Positive,"30 Mar, 2023","16,99€",0,"16,99€",Action,https://store.steampowered.com/app/2065810/Undead_Horde_2_Necropolis/?snr=1_7_7_240_150_13,"Action, Adventure, RPG"
Welcome to the Game,"Win, Mac",2060,2060,84,Very Positive,"15 Jun, 2016","4,99€",0,"4,99€",Horror,https://store.steampowered.com/app/485380/Welcome_to_the_Game/?snr=1_7_7_240_150_13,"Horror, Hacking, Psychological Horror"
Conan Exiles - Treasures of Turan Pack,Win,96,96,81,Very Positive,"15 Apr, 2019","9,99€",None,0,RPG,https://store.steampowered.com/app/1040930/Conan_Exiles__Treasures_of_Turan_Pack/?snr=1_7_7_240_150_13,"RPG, Massively Multiplayer, Simulation"
Darkest Dungeon Soundtrack,Music,200,200,88,Very Positive,"3 Feb, 2015","9,75€",0,"9,75€",RPG,https://store.steampowered.com/app/345800/Darkest_Dungeon_Soundtrack/?snr=1_7_7_240_150_13,"RPG, Indie, Strategy"
Iratus: Lord of the Dead,"Win, Mac, Linux",5871,5871,85,Very Positive,"23 Apr, 2020","29,99€",0,"29,99€",RPG,https://store.steampowered.com/app/807120/Iratus_Lord_of_the_Dead/?snr=1_7_7_240_150_13,"RPG, Strategy, Indie"
Total War: ROME II - Pirates and Raiders Culture Pack,Win,110,0,0,None,"29 May, 2014","8,99€",None,0,Strategy,https://store.steampowered.com/app/273381/Total_War_ROME_II__Pirates_and_Raiders_Culture_Pack/?snr=1_7_7_240_150_13,"Strategy, Historical, Rome"
"Warhammer 40,000: Gladius - T'au","Win, Linux",101,101,96,Very Positive,"25 Feb, 2020","14,79€",0,"14,79€",Strategy,https://store.steampowered.com/app/1239450/Warhammer_40000_Gladius__Tau/?snr=1_7_7_240_150_13,"Strategy, Warhammer 40K"
UnReal World,"Win, Mac, Linux",1005,1005,93,Very Positive,"26 Feb, 2016","10,99€",0,"10,99€",Survival,https://store.steampowered.com/app/351700/UnReal_World/?snr=1_7_7_240_150_13,"Survival, Roguelike, RPG"
Cantata,Win,92,92,77,Mostly Positive,"15 Aug, 2023","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/690370/Cantata/?snr=1_7_7_240_150_13,"Strategy, Sandbox, Pixel Graphics"
Voxel Tycoon,"Win, Mac, Linux",1256,1256,83,Very Positive,"15 Apr, 2021","24,50€",0,"24,50€",Transportation,https://store.steampowered.com/app/732050/Voxel_Tycoon/?snr=1_7_7_240_150_13,"Transportation, Management, Trains"
Steel Division 2 - The Fate of Finland,Win,75,75,70,Mostly Positive,"3 Mar, 2020","14,99€",0,"14,99€",Indie,https://store.steampowered.com/app/1236360/Steel_Division_2__The_Fate_of_Finland/?snr=1_7_7_240_150_13,"Indie, Strategy, Action"
"Warhammer 40,000: Gladius - Adeptus Mechanicus","Win, Linux",87,87,93,Very Positive,"22 Nov, 2021","14,79€",0,"14,79€",Strategy,https://store.steampowered.com/app/1788210/Warhammer_40000_Gladius__Adeptus_Mechanicus/?snr=1_7_7_240_150_13,"Strategy, Wargame, 4X"
Scribblenauts Unlimited,Win,6899,6899,93,Very Positive,"15 Feb, 2013","19,99€",0,"19,99€",Puzzle,https://store.steampowered.com/app/218680/Scribblenauts_Unlimited/?snr=1_7_7_240_150_13,"Puzzle, Casual, Adventure"
Planet Coaster: Ghostbusters™,"Win, Mac",85,85,91,Very Positive,"4 Jun, 2019","14,99€",None,0,Simulation,https://store.steampowered.com/app/1092880/Planet_Coaster_Ghostbusters/?snr=1_7_7_240_150_13,"Simulation, Strategy, Singleplayer"
Expansion - Europa Universalis IV: Art of War,"Win, Mac, Linux",308,0,0,None,"30 Oct, 2014","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/310031/Expansion__Europa_Universalis_IV_Art_of_War/?snr=1_7_7_240_150_14,"Strategy, Simulation, Grand Strategy"
Brothers in Arms: Earned in Blood™,Win,751,751,87,Very Positive,"10 Oct, 2008","4,99€",0,"4,99€",Action,https://store.steampowered.com/app/19800/Brothers_in_Arms_Earned_in_Blood/?snr=1_7_7_240_150_14,"Action, FPS, World War II"
Rebel Inc: Escalation - Dollars & Disasters,"Win, Mac",31,31,93,Positive,"13 Feb, 2023","5,89€",0,"5,89€",Strategy,https://store.steampowered.com/app/1747950/Rebel_Inc_Escalation__Dollars__Disasters/?snr=1_7_7_240_150_14,"Strategy, Indie, Casual"
SGS NATO's Nightmare,"Win, Mac",52,52,92,Very Positive,"4 May, 2023","24,99€",0,"24,99€",Wargame,https://store.steampowered.com/app/1849360/SGS_NATOs_Nightmare/?snr=1_7_7_240_150_14,"Wargame, Strategy, Political Sim"
Mech Engineer,Win,192,192,71,Mostly Positive,"15 Dec, 2020","12,49€",0,"12,49€",Management,https://store.steampowered.com/app/1428520/Mech_Engineer/?snr=1_7_7_240_150_14,"Management, Character Customization, Dungeon Crawler"
Rogue Station,Win,111,111,78,Mostly Positive,"22 Aug, 2023","9,75€",0,"9,75€",Roguelite,https://store.steampowered.com/app/2247820/Rogue_Station/?snr=1_7_7_240_150_14,"Roguelite, Strategy, Base Building"
Don't Starve: Shipwrecked,"Win, Mac, Linux",3033,3033,95,Overwhelmingly Positive,"1 Dec, 2015","4,99€",0,"4,99€",Adventure,https://store.steampowered.com/app/393010/Dont_Starve_Shipwrecked/?snr=1_7_7_240_150_14,"Adventure, Survival, Indie"
Sailing Era: Edge of the World,Win,47,47,89,Positive,"11 Sep, 2023","5,89€",0,"5,89€",Strategy,https://store.steampowered.com/app/2401890/Sailing_Era_Edge_of_the_World/?snr=1_7_7_240_150_14,"Strategy, Adventure, RPG"
Stronghold: Warlords,Win,3469,0,0,None,"9 Mar, 2021","34,99€",0,"34,99€",City Builder,https://store.steampowered.com/app/907650/Stronghold_Warlords/?snr=1_7_7_240_150_14,"City Builder, Real Time Tactics, Colony Sim"
"Warhammer 40,000: Battlesector - Orks",Win,24,24,87,Positive,"25 May, 2023","14,79€",0,"14,79€",Strategy,https://store.steampowered.com/app/2305830/Warhammer_40000_Battlesector__Orks/?snr=1_7_7_240_150_14,"Strategy, Violent"
Combat Mission Black Sea,Win,303,303,83,Very Positive,"21 Jan, 2021","58,99€",0,"58,99€",Simulation,https://store.steampowered.com/app/1502380/Combat_Mission_Black_Sea/?snr=1_7_7_240_150_14,"Simulation, Strategy, Wargame"
Knight Online,Win,10343,0,0,None,"25 Jan, 2016",0,None,0,Free to Play,https://store.steampowered.com/app/389430/Knight_Online/?snr=1_7_7_240_150_14,"Free to Play, MMORPG, Massively Multiplayer"
"Football, Tactics & Glory",Win,3323,3323,88,Very Positive,"1 Jun, 2018","24,99€",0,"24,99€",Turn-Based Combat,https://store.steampowered.com/app/375530/Football_Tactics__Glory/?snr=1_7_7_240_150_14,"Turn-Based Combat, Football (Soccer), Management"
The Legend of Heroes: Trails in the Sky,Win,6689,6689,93,Very Positive,"29 Jul, 2014","15,99€",0,"15,99€",JRPG,https://store.steampowered.com/app/251150/The_Legend_of_Heroes_Trails_in_the_Sky/?snr=1_7_7_240_150_14,"JRPG, Story Rich, RPG"
[Chilla's Art] Inunaki Tunnel | 犬鳴トンネル,Win,375,375,81,Very Positive,"19 Nov, 2019","2,99€",0,"2,99€",Horror,https://store.steampowered.com/app/1185160/Chillas_Art_Inunaki_Tunnel/?snr=1_7_7_240_150_14,"Horror, Adventure, Indie"
Galactic Civilizations III,Win,8126,8126,76,Mostly Positive,"14 May, 2015","38,99€",0,"38,99€",Aliens,https://store.steampowered.com/app/226860/Galactic_Civilizations_III/?snr=1_7_7_240_150_14,"Aliens, Sci-fi, 4X"
Shieldwall,Win,5014,5014,89,Very Positive,"18 Apr, 2023","17,00€",0,"17,00€",Action,https://store.steampowered.com/app/1216320/Shieldwall/?snr=1_7_7_240_150_14,"Action, Simulation, Sandbox"
Combat Mission: Red Thunder,Win,14,14,78,Mostly Positive,"15 Jun, 2023","58,99€",0,"58,99€",Strategy,https://store.steampowered.com/app/2418000/Combat_Mission_Red_Thunder/?snr=1_7_7_240_150_14,"Strategy, Turn-Based Strategy, Turn-Based Tactics"
Outlanders,Win,171,171,92,Very Positive,"7 Mar, 2023","14,79€",0,"14,79€",Strategy,https://store.steampowered.com/app/1766720/Outlanders/?snr=1_7_7_240_150_14,"Strategy, City Builder, 3D"
Warsim: The Realm of Aslona,Win,1121,1121,97,Overwhelmingly Positive,"20 Dec, 2022","9,75€",0,"9,75€",Text-Based,https://store.steampowered.com/app/659540/Warsim_The_Realm_of_Aslona/?snr=1_7_7_240_150_14,"Text-Based, Simulation, RPG"
The Life and Suffering of Sir Brante,Win,5046,5046,91,Very Positive,"4 Mar, 2021","19,99€",0,"19,99€",Choices Matter,https://store.steampowered.com/app/1272160/The_Life_and_Suffering_of_Sir_Brante/?snr=1_7_7_240_150_14,"Choices Matter, RPG, Story Rich"
Hell Let Loose - Hot Drop,Win,68,68,91,Very Positive,"7 Dec, 2021","4,99€",0,"4,99€",Simulation,https://store.steampowered.com/app/1793011/Hell_Let_Loose__Hot_Drop/?snr=1_7_7_240_150_14,"Simulation, Strategy, Action"
Cities: Skylines - Content Creator Pack: European Suburbia,"Win, Mac, Linux",142,142,82,Very Positive,"19 Oct, 2017","4,99€",None,0,Simulation,https://store.steampowered.com/app/715190/Cities_Skylines__Content_Creator_Pack_European_Suburbia/?snr=1_7_7_240_150_14,"Simulation, Strategy, City Builder"
Wildermyth - Armors and Skins,"Win, Mac, Linux",82,82,97,Very Positive,"4 May, 2023","4,99€",0,"4,99€",RPG,https://store.steampowered.com/app/2139130/Wildermyth__Armors_and_Skins/?snr=1_7_7_240_150_14,"RPG, Strategy, Indie"
Expeditions: Viking,Win,2884,2884,83,Very Positive,"27 Apr, 2017","29,99€",0,"29,99€",RPG,https://store.steampowered.com/app/445190/Expeditions_Viking/?snr=1_7_7_240_150_14,"RPG, Turn-Based, Vikings"
Cities: Skylines - Content Creator Pack: Map Pack,"Win, Mac, Linux",66,0,0,None,"25 Jan, 2022","4,99€",None,0,Simulation,https://store.steampowered.com/app/1726382/Cities_Skylines__Content_Creator_Pack_Map_Pack/?snr=1_7_7_240_150_14,"Simulation, Strategy"
Tomoyo After ~It's a Wonderful Life~ English Edition,Win,522,522,91,Very Positive,"1 Jul, 2016","19,99€",0,"19,99€",Visual Novel,https://store.steampowered.com/app/462990/Tomoyo_After_Its_a_Wonderful_Life_English_Edition/?snr=1_7_7_240_150_14,"Visual Novel, Anime, Adventure"
Chris Sawyer's Locomotion™,Win,500,500,86,Very Positive,"17 Mar, 2015","5,99€",0,"5,99€",Simulation,https://store.steampowered.com/app/356430/Chris_Sawyers_Locomotion/?snr=1_7_7_240_150_14,"Simulation, Strategy, Trains"
Archmage Rises,"Win, Mac",208,208,71,Mostly Positive,"24 Apr, 2023","9,75€",0,"9,75€",Early Access,https://store.steampowered.com/app/506480/Archmage_Rises/?snr=1_7_7_240_150_14,"Early Access, Tabletop, Magic"
ADOM (Ancient Domains Of Mystery),"Win, Mac, Linux",1076,1076,88,Very Positive,"16 Nov, 2015","14,99€",0,"14,99€",Traditional Roguelike,https://store.steampowered.com/app/333300/ADOM_Ancient_Domains_Of_Mystery/?snr=1_7_7_240_150_14,"Traditional Roguelike, CRPG, Dungeon Crawler"
"Cook, Serve, Delicious! 3?!","Win, Mac",1500,1500,94,Very Positive,"14 Oct, 2020","16,79€",0,"16,79€",Typing,https://store.steampowered.com/app/1000030/Cook_Serve_Delicious_3/?snr=1_7_7_240_150_14,"Typing, Management, Casual"
Age of Empires® III (2007),Win,26738,26738,90,Very Positive,"5 Jan, 2012","36,99€",0,"36,99€",Strategy,https://store.steampowered.com/app/105450/Age_of_Empires_III_2007/?snr=1_7_7_240_150_14,"Strategy, RTS, Base Building"
No Creeps Were Harmed TD,Win,65,65,80,Very Positive,"18 Aug, 2023","19,50€",0,"19,50€",Early Access,https://store.steampowered.com/app/1932260/No_Creeps_Were_Harmed_TD/?snr=1_7_7_240_150_14,"Early Access, Tower Defense, Strategy"
Prison Architect - Island Bound,"Win, Mac, Linux",199,0,0,None,"23 Jun, 2020","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/1244781/Prison_Architect__Island_Bound/?snr=1_7_7_240_150_14,"Strategy, Indie, Simulation"
War for the Overworld,"Win, Mac, Linux",5833,5833,86,Very Positive,"2 Apr, 2015","28,99€",0,"28,99€",Strategy,https://store.steampowered.com/app/230190/War_for_the_Overworld/?snr=1_7_7_240_150_14,"Strategy, God Game, Base Building"
Bendy and the Dark Revival,Win,8009,8009,94,Very Positive,"15 Nov, 2022","24,99€",0,"24,99€",Horror,https://store.steampowered.com/app/1063660/Bendy_and_the_Dark_Revival/?snr=1_7_7_240_150_14,"Horror, Action, First-Person"
Re:ZERO -Starting Life in Another World- The Prophecy of the Throne,Win,501,501,86,Very Positive,"27 Jan, 2021","59,99€",0,"59,99€",Adventure,https://store.steampowered.com/app/1277510/ReZERO_Starting_Life_in_Another_World_The_Prophecy_of_the_Throne/?snr=1_7_7_240_150_14,"Adventure, Anime, Visual Novel"
Brigandine The Legend of Runersia,Win,770,770,87,Very Positive,"10 May, 2022","33,99€",0,"33,99€",Strategy,https://store.steampowered.com/app/1843940/Brigandine_The_Legend_of_Runersia/?snr=1_7_7_240_150_14,"Strategy, Turn-Based Strategy, Turn-Based Tactics"
Blood Rage: Digital Edition,"Win, Mac",427,0,0,None,"27 May, 2020","19,99€",None,0,Strategy,https://store.steampowered.com/app/1015930/Blood_Rage_Digital_Edition/?snr=1_7_7_240_150_14,"Strategy, Board Game, Multiplayer"
Thriving City: Song,Win,1513,1513,82,Very Positive,"21 Apr, 2023","18,49€",0,"18,49€",Early Access,https://store.steampowered.com/app/1956800/Thriving_City_Song/?snr=1_7_7_240_150_14,"Early Access, Simulation, Strategy"
Spirit Island - Horizons of Spirit Island,"Win, Mac, Linux",15,15,93,Positive,"29 Jun, 2023","8,79€",0,"8,79€",Strategy,https://store.steampowered.com/app/2419040/Spirit_Island__Horizons_of_Spirit_Island/?snr=1_7_7_240_150_14,"Strategy, Indie, Card Game"
Transport Fever 2: Deluxe Upgrade Pack,"Win, Mac, Linux",161,161,72,Mostly Positive,"9 Mar, 2023","9,99€",0,"9,99€",Simulation,https://store.steampowered.com/app/2195610/Transport_Fever_2_Deluxe_Upgrade_Pack/?snr=1_7_7_240_150_14,"Simulation, Strategy"
SD GUNDAM G GENERATION CROSS RAYS,Win,5983,5983,85,Very Positive,"27 Nov, 2019","49,99€",0,"49,99€",Mechs,https://store.steampowered.com/app/728530/SD_GUNDAM_G_GENERATION_CROSS_RAYS/?snr=1_7_7_240_150_14,"Mechs, Tactical RPG, Turn-Based Tactics"
Holdfast: Nations At War - Regiments of the Guard,Win,30,30,93,Positive,"21 Dec, 2020","5,69€",None,0,Strategy,https://store.steampowered.com/app/1489800/Holdfast_Nations_At_War__Regiments_of_the_Guard/?snr=1_7_7_240_150_14,"Strategy, Action, Massively Multiplayer"
Imperator: Rome - Heirs of Alexander Content Pack,"Win, Mac, Linux",185,185,90,Very Positive,"16 Feb, 2021","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/1437660/Imperator_Rome__Heirs_of_Alexander_Content_Pack/?snr=1_7_7_240_150_14,"Strategy, Simulation"
Root: The Underworld Expansion,"Win, Mac",21,21,80,Positive,"30 Mar, 2023","9,75€",0,"9,75€",Strategy,https://store.steampowered.com/app/2253060/Root_The_Underworld_Expansion/?snr=1_7_7_240_150_14,"Strategy, Indie, Simulation"
Let's Build a Zoo: Dinosaur Island,Win,30,30,86,Positive,"26 May, 2022","8,19€",0,"8,19€",Simulation,https://store.steampowered.com/app/1903410/Lets_Build_a_Zoo_Dinosaur_Island/?snr=1_7_7_240_150_14,"Simulation, Strategy, Dinosaurs"
Endzone - A World Apart: Distant Places,Win,58,0,0,None,"17 May, 2022","7,99€",0,"7,99€",Strategy,https://store.steampowered.com/app/1883650/Endzone__A_World_Apart_Distant_Places/?snr=1_7_7_240_150_14,"Strategy, Indie, Simulation"
RIFT,Win,10835,10835,74,Mostly Positive,"1 Mar, 2011",0,None,0,Free to Play,https://store.steampowered.com/app/39120/RIFT/?snr=1_7_7_240_150_14,"Free to Play, MMORPG, RPG"
Panzer Corps 2: Axis Operations - 1945,Win,47,47,76,Mostly Positive,"22 Jun, 2023","9,75€",0,"9,75€",Strategy,https://store.steampowered.com/app/2393020/Panzer_Corps_2_Axis_Operations__1945/?snr=1_7_7_240_150_14,"Strategy, Turn-Based Strategy, Historical"
Gears Tactics,Win,6132,6132,75,Mostly Positive,"28 Apr, 2020","39,99€",0,"39,99€",Strategy,https://store.steampowered.com/app/1184050/Gears_Tactics/?snr=1_7_7_240_150_14,"Strategy, Turn-Based Tactics, Turn-Based"
USC: Counterforce,Win,39,39,97,Positive,"25 Jul, 2023","29,98€",None,0,Early Access,https://store.steampowered.com/app/1574870/USC_Counterforce/?snr=1_7_7_240_150_14,"Early Access, Combat, Turn-Based Combat"
Steel Division 2 - Burning Baltics,Win,163,0,0,None,"29 Apr, 2021","14,99€",0,"14,99€",Strategy,https://store.steampowered.com/app/1418231/Steel_Division_2__Burning_Baltics/?snr=1_7_7_240_150_14,"Strategy, Action, Indie"
Fantasy Grounds Unity - Ultimate License Upgrade,"Win, Mac, Linux",16,0,0,None,"27 Aug, 2020","102,28€",0,"102,28€",RPG,https://store.steampowered.com/app/1396780/Fantasy_Grounds_Unity__Ultimate_License_Upgrade/?snr=1_7_7_240_150_14,"RPG, Indie, Strategy"
Tyranny,"Win, Mac, Linux",8683,8683,87,Very Positive,"10 Nov, 2016","29,99€",0,"29,99€",RPG,https://store.steampowered.com/app/362960/Tyranny/?snr=1_7_7_240_150_14,"RPG, Choices Matter, Story Rich"
Cities: Skylines - Content Creator Pack: Mid-Century Modern,"Win, Mac, Linux",31,31,80,Positive,"14 Sep, 2022","5,99€",None,0,Strategy,https://store.steampowered.com/app/1992290/Cities_Skylines__Content_Creator_Pack_MidCentury_Modern/?snr=1_7_7_240_150_14,"Strategy, Simulation"
Monster Train: The Last Divinity DLC,Win,279,279,74,Mostly Positive,"25 Mar, 2021","11,79€",0,"11,79€",Strategy,https://store.steampowered.com/app/1359320/Monster_Train_The_Last_Divinity_DLC/?snr=1_7_7_240_150_14,"Strategy, Card Game, Deckbuilding"
Dust Fleet,Win,49,49,71,Mostly Positive,"23 Aug, 2023","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/406160/Dust_Fleet/?snr=1_7_7_240_150_14,"Strategy, 4X, Sci-fi"
THE GAME OF LIFE,"Win, Mac",1790,1790,75,Mostly Positive,"3 Nov, 2015","6,49€",0,"6,49€",Board Game,https://store.steampowered.com/app/403120/THE_GAME_OF_LIFE/?snr=1_7_7_240_150_14,"Board Game, Multiplayer, Tabletop"
Conan Exiles - Riders of Hyboria Pack,Win,82,0,0,None,"5 Dec, 2019","9,99€",None,0,Strategy,https://store.steampowered.com/app/1173900/Conan_Exiles__Riders_of_Hyboria_Pack/?snr=1_7_7_240_150_14,"Strategy, Action, Adventure"
